#,Funcional,Económica,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,1510.0,22699.0,Política Territorial. Otros gastos diversos,,1510.0,2.0,6000.0,,6000.0,942.37
,1510.0,22799.0,Política Territorial. Otros trabajos realizados por otras empresas y profesionales,,1510.0,2.0,8900.0,,8900.0,871.2
,1510.0,23000.0,Política Territorial.De los miembros de los órganos de gobierno,,1510.0,2.0,,,,183.08
,1510.0,23020.0,Política Territorial.Del personal no directivo,,1510.0,2.0,,,,106.03
,1510.0,23100.0,Política Territorial.De los miembros de los órganos de gobierno,,1510.0,2.0,,,,2627.67
,1510.0,23120.0,Política Territorial.Del personal no directivo,,1510.0,2.0,,,,769.74
,1510.0,23300.0,Política Territorial.Altres indemnitzacions per raó de servei,,1510.0,2.0,,,,15.0
,1510.0,48100.0,Política Territorial Prem. beques i pensions d'estudis i investigació,,1510.0,4.0,25000.0,,25000.0,
,1510.0,61100.0,Política Territorial. Altres inversions,,1510.0,6.0,12100.0,,12100.0,
,1700.0,12000.0,Medi Ambient. Sueldos del Grupo A1,,1700.0,1.0,58709.28,,58709.28,60004.06
,1700.0,12001.0,Medi Ambient. Sueldos del Grupo A2,,1700.0,1.0,12906.52,,12906.52,13256.21
,1700.0,12003.0,Medi Ambient. Sueldos del Grupo C1,,1700.0,1.0,9884.84,,9884.84,10195.99
,1700.0,12004.0,Medi Ambient. Sueldos del Grupo C2,,1700.0,1.0,8378.58,,8378.58,8675.48
,1700.0,12006.0,Medi Ambient. Trienios,,1700.0,1.0,11144.87,,11144.87,11307.34
,1700.0,12100.0,Medi Ambient. Complemento de destino,,1700.0,1.0,50053.5,,50053.5,51794.59
,1700.0,12101.0,Medi Ambient. Complemento específico,,1700.0,1.0,73720.78,,73720.78,76231.04
,1700.0,12103.0,Medi Ambient. Otros complementos,,1700.0,1.0,7580.16,,7580.16,7573.37
,1700.0,12700.0,Medi Ambient.Contribuciones a planes y fondos de pensiones funcionaris,,1700.0,1.0,,,,5181.12
,1700.0,13000.0,Medi Ambient. Retribuciones básicas,,1700.0,1.0,18506.32,,18506.32,8621.48
,1700.0,13002.0,Medi Ambient. Otras remuneraciones,,1700.0,1.0,22485.18,-10000.0,12485.18,10860.4
,1700.0,13700.0,Medi Ambient.Contribucions a plans i fons de pensions laborals,,1700.0,1.0,,,,740.16
,1700.0,15001.0,Medi Ambient. Productivitat funcionàris,,1700.0,1.0,39324.48,180.0,39504.48,39443.38
,1700.0,15002.0,Medi Ambient. Productivitat laborals,,1700.0,1.0,7912.2,,7912.2,4912.2
,1700.0,16000.0,Medi Ambient. Seguridad Social,,1700.0,1.0,87459.25,45.36,87504.61,78744.59
,1700.0,16008.0,Medi Ambient. Asistencia médico-farmacéutica,,1700.0,1.0,1600.0,,1600.0,1339.0
,1700.0,21300.0,Medi Ambient. Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,1700.0,2.0,15000.0,,15000.0,
,1700.0,22000.0,Medi Ambient.Ordinario no inventariable,,1700.0,2.0,,,,14.98
,1700.0,22103.0,Medi Ambient.Combustibles y carburantes,,1700.0,2.0,,,,49.17
,1700.0,22300.0,Medi Ambient. Parque móvil,,1700.0,2.0,2500.0,,2500.0,
,1700.0,22500.0,Medi Ambient.Tributos estatales,,1700.0,2.0,,,,517.69
,1700.0,22601.0,Medi Ambient.Atenciones protocolarias y representativas,,1700.0,2.0,,,,200.0
,1700.0,22602.0,Medi Ambient Publicidad y propaganda,,1700.0,2.0,17748.0,,17748.0,
,1700.0,22609.0,Medi Ambient.Actividades culturales y deportivas,,1700.0,2.0,,,,450.0
,1700.0,22699.0,Medi Ambient. Otros gastos diversos,,1700.0,2.0,55000.0,,55000.0,2280.92
,1700.0,22706.0,Medi Ambient. Estudios y trabajos técnicos,,1700.0,2.0,35000.0,,35000.0,4294.71
,1700.0,22799.0,Medi Ambient. Otros trabajos realizados por otras empresas y profesionales,,1700.0,2.0,65000.0,,65000.0,105954.5
,1700.0,23000.0,Medi Ambient.De los miembros de los órganos de gobierno,,1700.0,2.0,,,,317.77
,1700.0,23020.0,Medi Ambient.Del personal no directivo,,1700.0,2.0,,,,338.71
,1700.0,23100.0,Medi Ambient.De los miembros de los órganos de gobierno,,1700.0,2.0,,,,742.01
,1700.0,23120.0,Medi Ambient.Del personal no directivo,,1700.0,2.0,,,,3742.48
,1700.0,23300.0,Medi Ambient. Altres indemnitzacions per raó de servei,,1700.0,2.0,2500.0,,2500.0,375.0
,1700.0,46200.0,Medi Ambient Transferències corrents a Ajuntaments,,1700.0,4.0,233000.0,,233000.0,233000.0
,1700.0,48100.0,Medi Ambient.Prem. beques i pensions d'estudis i investigació,,1700.0,4.0,,,,400.0
,1700.0,48900.0,Medi Ambient. Transferències corrents a fam. i instit. sense fi de lucre,,1700.0,4.0,50000.0,,50000.0,25869.71
,1700.0,48911.0,Medi Ambient.Asociacio Aliança Mar Blava,,1700.0,4.0,10000.0,,10000.0,10000.0
,1700.0,48912.0,Medi Ambient.Mancomunitat Intermunicipal Serv. Insulars,,1700.0,4.0,40000.0,,40000.0,40000.0
,1700.0,60000.0,Medi Ambient.Inversions en terrenys,,1700.0,6.0,,8770755.09,8770755.09,8770755.09
,1700.0,61100.0,Medi Ambient. Altres inversions,,1700.0,6.0,2100066.67,,2100066.67,
,1700.0,6190704.0,Medi Ambient.Recuperació ambiental desembocadura riu Sta. Eu. Fons cohesió 2007-2013,,1700.0,6.0,,,,306012.18
,1700.0,62500.0,Medi Ambient.Inversió nova de mobiliari i béns,,1700.0,6.0,,,,1211.05
,1700.0,6250002.0,Medi Ambient. Fons cohesió 2007-2013 Recuperació ambiental desembocadura des Riu Sta. Eulària.,,1700.0,6.0,678580.98,,678580.98,247755.1
,1700.0,6290101.0,Medi Ambient.Fons de Cohesió 2007-2013. Adquisició borses reciclatge,,1700.0,6.0,,,,
,1700.0,6290102.0,Medi Ambient.Fons de Cohesió. Compra de 2 trituradoras para deixalleries d´Eivissa,,1700.0,6.0,,,,34848.0
,1700.0,6290103.0,Medi Ambient.Fons de Cohesió 2007-2013. Adquisició Contenidor Residus Urbans,,1700.0,6.0,,,,14521.82
,1700.0,6290104.0,Medi Ambient.Fons de Cohesió 2007-2013. Isla Ecologica Contenedores Cala Sant Vicent,,1700.0,6.0,,,,84021.1
,1700.0,6290105.0,Medi Ambient.Fons de Cohesió 2007-2013. Obres Planta Transferencia Residus,,1700.0,6.0,,,,40641.33
,1700.0,6290106.0,Medi Ambient.Fons de Cohesió 2007-2013.  Pla de Comunicació.,,1700.0,6.0,,,,26123.9
,1700.0,63203.0,Medi Ambient Otras construcciones,,1700.0,6.0,50000.0,,50000.0,
,1700.0,64000.0,Medi Ambient.Inversiones de caracter inmaterial,,1700.0,6.0,,,,9044.75
,2210.0,83000.0,Prestacions econòmiques a favor del treballadors Prèstecs al personal,,2210.0,8.0,400000.0,,400000.0,259957.12
,2310.0,12000.0,Serveis Socials i Promoció Social. Sueldos del Grupo A1,,2310.0,1.0,44031.96,,44031.96,38269.87
,2310.0,12001.0,Serveis Socials i Promoció Social.Sueldos del Grupo A2,,2310.0,1.0,,,,170.01
,2310.0,12003.0,Serveis Socials i Promoció Social. Sueldos del Grupo C1,,2310.0,1.0,9884.84,,9884.84,15372.71
,2310.0,12004.0,Serveis Socials i Promoció Social. Sueldos del Grupo C2,,2310.0,1.0,43987.55,,43987.55,37534.1
,2310.0,12005.0,Serveis Socials i Promoció Social. Sueldos del Grupo E,,2310.0,1.0,23035.74,,23035.74,23527.27
,2310.0,12006.0,Serveis Socials i Promoció Social. Trienios,,2310.0,1.0,15450.15,,15450.15,16857.47
,2310.0,12100.0,Serveis Socials i Promoció Social. Complemento de destino,,2310.0,1.0,64336.76,,64336.76,61933.83
,2310.0,12101.0,Serveis Socials i Promoció Social. Complemento específico,,2310.0,1.0,91151.13,,91151.13,88477.82
,2310.0,12103.0,Serveis Socials i Promoció Social. Otros complementos,,2310.0,1.0,10047.18,,10047.18,13261.91
,2310.0,12700.0,Serveis Socials i Promoció Social.Contribuciones a planes y fondos de pensiones funcionaris,,2310.0,1.0,,,,7263.85
,2310.0,13000.0,Serveis Socials i Promoció Social. Retribuciones básicas,,2310.0,1.0,146535.46,-24346.55,122188.91,157201.46
,2310.0,13001.0,Serveis Socials i Promoció Social.Horas extraordinarias,,2310.0,1.0,,,,398.65
,2310.0,13002.0,Serveis Socials i Promoció Social. Otras remuneraciones,,2310.0,1.0,223646.74,50000.0,273646.74,218835.92
,2310.0,13100.0,Serveis Socials i Promoció Social. Retribuc.Personal Lab. Eventual,,2310.0,1.0,,4698.72,4698.72,25765.6
,2310.0,13700.0,Serveis Socials i Promoció Social.Contribucions a plans i fons de pensions laborals,,2310.0,1.0,,,,9556.29
,2310.0,15001.0,Serveis Socials i Promoció Social. Productivitat funcionàris,,2310.0,1.0,48297.84,2744.81,51042.65,50858.7
,2310.0,15002.0,Serveis Socials i Promoció Social. Productivitat laborals,,2310.0,1.0,45979.8,100.0,46079.8,49615.63
,2310.0,15003.0,Serveis Socials i Promoció Social. Productivitat personal laboral contractat,,2310.0,1.0,,750.0,750.0,2870.02
,2310.0,16000.0,Serveis Socials i Promoció Social. Seguridad Social,,2310.0,1.0,214926.49,2235.1,217161.59,197578.19
,2310.0,16008.0,Serveis Socials i Promoció Social. Asistencia médico-farmacéutica,,2310.0,1.0,14000.0,,14000.0,4085.0
,2310.0,20500.0,Serveis Socials i Promoció Social.Arrendaments. Mobiliari i estris,,2310.0,2.0,,,,121.25
,2310.0,21200.0,Serveis Socials i Promoció Social.Repar. Manteniment i conserv. edificis i altres,,2310.0,2.0,,861963.78,861963.78,1012.72
,2310.0,21300.0,Serveis Socials i Promoció Social.Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,2310.0,2.0,,,,7491.59
,2310.0,21500.0,Serveis Socials i Promoció Social.Repar. Manteniment i conserv. Mobilliari i béns,,2310.0,2.0,,,,3556.86
,2310.0,22000.0,Serveis Socials i Promoció Social.Ordinario no inventariable,,2310.0,2.0,,,,66.06
,2310.0,22001.0,"Serveis Socials i Promoció Social.Prensa, revistas, libros y otras publicaciones",,2310.0,2.0,,,,959.45
,2310.0,22104.0,Serveis Socials i Promoció Social.Vestuario,,2310.0,2.0,,,,251.68
,2310.0,22105.0,Serveis Socials i Promoció Social. Productos alimenticios,,2310.0,2.0,95000.0,,95000.0,18093.42
,2310.0,22106.0,Serveis Socials i Promoció Social.Productos farmacéuticos y material sanitario,,2310.0,2.0,,,,12.0
,2310.0,22110.0,Serveis Socials i Promoció Social.Productos de limpieza y aseo,,2310.0,2.0,,,,115.0
,2310.0,22112.0,"Serveis Socials i Promoció Social.Suministros de material electrónico, eléctrico y de telecomunicaciones",,2310.0,2.0,,,,2203.0
,2310.0,22199.0,Serveis Socials i Promoció Social. Otros suministros,,2310.0,2.0,200000.0,-200000.0,,
,2310.0,22502.0,Serveis Socials i Promoció Social.Tributos de las Entidades locales,,2310.0,2.0,,,,955.11
,2310.0,22601.0,Serveis Socials i Promoció Social.Atenciones protocolarias y representativas,,2310.0,2.0,,,,1046.25
,2310.0,22699.0,Serveis Socials i Promoció Social. Otros gastos diversos,,2310.0,2.0,285000.0,-251077.37,33922.63,15130.77
,2310.0,22700.0,Serveis Socials i Promoció Social. Limpieza y Aseo,,2310.0,2.0,40000.0,,40000.0,178114.97
,2310.0,22701.0,Serveis Socials i Promoció Social. Seguridad,,2310.0,2.0,,,,1332.0
,2310.0,22706.0,Serveis Socials i Promoció Social.Estudios y trabajos técnicos,,2310.0,2.0,,,,1220.73
,2310.0,22709.0,Serveis Socials i Promoció Social. Treballs Realit.per Altres Empreses,,2310.0,2.0,230000.0,-225000.0,5000.0,
,2310.0,22799.0,Serveis Socials i Promoció Social. Otros trabajos realizados por otras empresas y profesionales,,2310.0,2.0,100000.0,,100000.0,112972.87
,2310.0,23000.0,Serveis Socials i Promoció Social.De los miembros de los órganos de gobierno,,2310.0,2.0,,,,323.15
,2310.0,23020.0,Serveis Socials i Promoció Social.Del personal no directivo,,2310.0,2.0,,,,97.98
,2310.0,23100.0,Serveis Socials i Promoció Social.De los miembros de los órganos de gobierno,,2310.0,2.0,,,,1216.22
,2310.0,23120.0,Serveis Socials i Promoció Social.Del personal no directivo,,2310.0,2.0,,,,1791.27
,2310.0,23300.0,Serveis Socials i Promoció Social.Altres indemnitzacions per raó de servei,,2310.0,2.0,,,,120.0
,2310.0,42000.0,Serveis Socials i Promoció Social.Transferencias a la Administración Gral. del Estado,,2310.0,4.0,,,,1424.13
,2310.0,45201.0,Serveis Socials i Promoció Social.Fundació Balear d´atenció a la dependència,,2310.0,4.0,1000000.0,,1000000.0,
,2310.0,46200.0,Serveis Socials i Promoció Social. Transferències corrents a Ajuntaments,,2310.0,4.0,150000.0,601150.0,751150.0,1058305.7
,2310.0,46202.0,Serveis Socials i Promoció Social. Transferències Nominativa a Ajuntaments,,2310.0,4.0,42500.0,,42500.0,
,2310.0,48900.0,Serveis Socials i Promoció Social. Transferències corrents a fam. i instit. sense fi de lucre,,2310.0,4.0,959000.0,463000.0,1422000.0,737394.1
,2310.0,48901.0,Serveis Socials i Promoció Social. Subvencions nominatives,,2310.0,4.0,260000.0,,260000.0,121825.81
,2310.0,62301.0,Serveis Socials i Promoció Social.Instal.lacions,,2310.0,6.0,,,,1379.76
,2310.0,62500.0,Serveis Socials i Promoció Social.Inversió nova de mobiliari i béns,,2310.0,6.0,,,,2972.3
,2310.0,6250001.0,Serveis Socials i Promoció Social.Mobiliari i béns,,2310.0,6.0,,,,1252.35
,2310.0,63200.0,Serveis Socials i Promoció Social.Industrials,,2310.0,6.0,,,,13500.64
,2310.0,63203.0,Serveis Socials i Promoció Social. Otras construcciones,,2310.0,6.0,165000.0,,165000.0,
,2310.0,63301.0,Serveis Socials i Promoció Social.Instalaciones,,2310.0,6.0,,,,
,2310.0,63500.0,Serveis Socials i Promoció Social.Mobiliario,,2310.0,6.0,,,,475.53
,2310.0,78900.0,Serveis Socials i Promoció Social.Transferències de capital a famílies i instit. sense ànim de lucre,,2310.0,7.0,,1077.37,1077.37,1077.37
,2311.0,12004.0,Oficina de la Dona.Sueldos del Grupo C2,,2311.0,1.0,,4189.29,4189.29,
,2311.0,12100.0,Oficina de la Dona.Complemento de destino,,2311.0,1.0,,2135.07,2135.07,
,2311.0,12101.0,Oficina de la Dona.Complemento específico,,2311.0,1.0,,2551.08,2551.08,
,2311.0,12103.0,Oficina de la Dona.Otros complementos,,2311.0,1.0,,328.92,328.92,
,2311.0,13000.0,Oficina de la Dona. Retribuciones básicas,,2311.0,1.0,118011.02,10000.0,128011.02,102510.26
,2311.0,13002.0,Oficina de la Dona. Otras remuneraciones,,2311.0,1.0,178899.62,,178899.62,155759.21
,2311.0,13100.0,Oficina de la Dona.Retribucions personal laboral temporal,,2311.0,1.0,,1578.57,1578.57,42370.7
,2311.0,13700.0,Oficina de la Dona.Contribucions a plans i fons de pensions laborals,,2311.0,1.0,,,,7401.6
,2311.0,15001.0,Oficina de la Dona.Productivitat funcionàris,,2311.0,1.0,,1500.0,1500.0,
,2311.0,15002.0,Oficina de la Dona. Productivitat laborals,,2311.0,1.0,30000.0,,30000.0,27927.5
,2311.0,15003.0,Oficina de la Dona.Productivitat personal laboral contractat,,2311.0,1.0,,,,4100.04
,2311.0,16000.0,Oficina de la Dona. Seguridad Social,,2311.0,1.0,100949.9,3286.24,104236.14,106016.97
,2311.0,16008.0,Oficina de la Dona.Asistencia médico-farmacéutica,,2311.0,1.0,,,,1863.0
,2311.0,21200.0,Oficina de la Dona.Repar. Manteniment i conserv. edificis i altres,,2311.0,2.0,,,,1777.25
,2311.0,21300.0,Oficina de la Dona.Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,2311.0,2.0,,,,321.85
,2311.0,21400.0,Oficina de la Dona.Reparac. Manten. i Conserv. Mat. Transport,,2311.0,2.0,,,,516.46
,2311.0,22000.0,Oficina de la Dona.Ordinario no inventariable,,2311.0,2.0,,,,34.39
,2311.0,22105.0,Oficina de la Dona. Productos alimenticios,,2311.0,2.0,15000.0,,15000.0,1253.8
,2311.0,22106.0,Oficina de la Dona. Productos farmacéuticos y material sanitario,,2311.0,2.0,2000.0,,2000.0,1635.27
,2311.0,22110.0,Oficina de la Dona.Productos de limpieza y aseo,,2311.0,2.0,,,,355.12
,2311.0,22199.0,Oficina de la Dona.Otros suministros,,2311.0,2.0,,,,172.98
,2311.0,22604.0,"Oficina de la Dona.Jurídicos, contenciosos",,2311.0,2.0,,,,9486.4
,2311.0,22699.0,Oficina de la Dona. Otros gastos diversos,,2311.0,2.0,15000.0,-10540.05,4459.95,598.45
,2311.0,22700.0,Oficina de la Dona. Limpieza y Aseo,,2311.0,2.0,4000.0,,4000.0,65.0
,2311.0,22701.0,Oficina de la Dona.Seguridad,,2311.0,2.0,,,,119.79
,2311.0,22706.0,Oficina de la Dona.Estudios y trabajos técnicos,,2311.0,2.0,,,,2541.0
,2311.0,22799.0,Oficina de la Dona. Otros trabajos realizados por otras empresas y profesionales,,2311.0,2.0,14000.0,,14000.0,244.42
,2311.0,23020.0,Oficina de la Dona.Del personal no directivo,,2311.0,2.0,,,,133.29
,2311.0,23120.0,Oficina de la Dona.Del personal no directivo,,2311.0,2.0,,,,217.22
,2311.0,23300.0,Oficina de la Dona.Altres indemnitzacions per raó de servei,,2311.0,2.0,,,,90.0
,2311.0,46201.0,Oficina de la Dona.Transf. a organismes autonoms administratius,,2311.0,4.0,,2000.0,2000.0,2000.0
,2311.0,62500.0,Oficina de la Dona Inversió nova de mobiliari i béns,,2311.0,6.0,5000.0,,5000.0,1230.84
,2311.0,63203.0,Oficina de la Dona.Otras construcciones,,2311.0,6.0,,8540.05,8540.05,10079.3
,2311.0,63301.0,Oficina de la Dona,,2311.0,6.0,,,,305.79
,2312.0,12000.0,Menors.Sueldos del Grupo A1,,2312.0,1.0,,,,173.92
,2312.0,12006.0,Menors.Trienios,,2312.0,1.0,,,,20.99
,2312.0,12100.0,Menors.Complemento de destino,,2312.0,1.0,,,,148.14
,2312.0,12101.0,Menors.Complemento específico,,2312.0,1.0,,,,215.02
,2312.0,13000.0,Menors Retribucions persona laboral,,2312.0,1.0,231032.12,,231032.12,87162.84
,2312.0,13002.0,Menors Otras remuneraciones,,2312.0,1.0,301690.04,-60000.0,241690.04,125108.95
,2312.0,13100.0,Menors Retribucions personal laboral temporal,,2312.0,1.0,75590.72,20668.16,96258.88,343564.13
,2312.0,13700.0,Menors.Contribucions a plans i fons de pensions laborals,,2312.0,1.0,,,,13937.62
,2312.0,15002.0,Menors Productivitat laborals,,2312.0,1.0,59140.32,,59140.32,17600.0
,2312.0,15003.0,Menors Productivitat personal laboral contractat,,2312.0,1.0,7625.0,,7625.0,39518.62
,2312.0,16000.0,Menors Seguridad Social,,2312.0,1.0,210284.18,-3777.33,206506.85,199567.93
,2312.0,16008.0,Menors.Asistencia médico-farmacéutica,,2312.0,1.0,,,,3399.16
,2312.0,21200.0,Menors.Repar. Manteniment i conserv. edificis i altres,,2312.0,2.0,,,,2474.18
,2312.0,21300.0,Menors.Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,2312.0,2.0,,,,2558.68
,2312.0,21400.0,Menors.Reparac. Manten. i Conserv. Mat. Transport,,2312.0,2.0,,,,518.62
,2312.0,21500.0,Menors.Repar. Manteniment i conserv. Mobilliari i béns,,2312.0,2.0,,,,1639.64
,2312.0,22000.0,Menors.Ordinario no inventariable,,2312.0,2.0,,,,518.5
,2312.0,22001.0,"Menors.Prensa, revistas, libros y otras publicaciones",,2312.0,2.0,,,,979.36
,2312.0,22002.0,"Menors.Material, informático no inventariable",,2312.0,2.0,,,,22.4
