#,Funcional,Económica,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,1350.0,16008.0,Extinció Incendis. Pla territorial Emergències. Asistencia médico-farmacéutica,,1350.0,1.0,6900.0,,6900.0,6048.77
,1350.0,21200.0,Extinció Incendis. Pla territorial Emergències. Repar. Manteniment i conserv. edificis i altres,,1350.0,2.0,,,,1997.13
,1350.0,21300.0,Extinció Incendis. Pla territorial Emergències. Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,1350.0,2.0,50000.0,,50000.0,14020.99
,1350.0,21400.0,Extinció Incendis. Pla territorial Emergències..Reparac. Manten. i Conserv. Mat. Transport,,1350.0,2.0,,,,20879.99
,1350.0,21500.0,Extinció Incendis. Pla territorial Emergències. Repar. Manteniment i conserv. Mobilliari i béns,,1350.0,2.0,10000.0,10000.0,20000.0,1936.48
,1350.0,22000.0,Extinció Incendis. Pla territorial Emergències..Ordinario no inventariable,,1350.0,2.0,,,,69.22
,1350.0,22001.0,"Extinció Incendis. Pla territorial Emergències..Prensa, revistas, libros y otras publicaciones",,1350.0,2.0,,,,81.0
,1350.0,22100.0,Extinció Incendis. Pla territorial Emergències..Energía eléctrica,,1350.0,2.0,,,,935.82
,1350.0,22101.0,Extinció Incendis. Pla territorial Emergències..Agua,,1350.0,2.0,,,,1363.0
,1350.0,22102.0,Extinció Incendis. Pla territorial Emergències..Gas,,1350.0,2.0,,,,526.46
,1350.0,22104.0,Extinció Incendis. Pla territorial Emergències. Vestuario,,1350.0,2.0,30000.0,,30000.0,19414.95
,1350.0,22106.0,Extinció Incendis. Pla territorial Emergències..Productos farmacéuticos y material sanitario,,1350.0,2.0,,,,26.2
,1350.0,22109.0,Extinció Incendis. Pla territorial Emergències. Material especial,,1350.0,2.0,30000.0,,30000.0,
,1350.0,22110.0,Extinció Incendis. Pla territorial Emergències..Productos de limpieza y aseo,,1350.0,2.0,,,,58.01
,1350.0,22111.0,"Extinció Incendis. Pla territorial Emergències..Suministros de repuestos de maquinaria, utillaje y elementos de transporte",,1350.0,2.0,,,,187.55
,1350.0,22112.0,"Extinció Incendis. Pla territorial Emergències..Suministros de material electrónico, eléctrico y de telecomunicaciones",,1350.0,2.0,,,,649.8
,1350.0,22199.0,Extinció Incendis. Pla territorial Emergències..Otros suministros,,1350.0,2.0,,,,731.08
,1350.0,22200.0,Extinció Incendis. Pla territorial Emergències..Servicios de Telecomunicaciones,,1350.0,2.0,,,,6227.97
,1350.0,22300.0,Extinció Incendis. Pla territorial Emergències. Transports,,1350.0,2.0,250000.0,,250000.0,234415.42
,1350.0,22502.0,Extinció Incendis. Pla territorial Emergències..Tributos de las Entidades Locales,,1350.0,2.0,,,,1715.31
,1350.0,22699.0,Extinció Incendis. Pla territorial Emergències. Otros gastos diversos,,1350.0,2.0,,,,1850.87
,1350.0,22700.0,Extinció Incendis. Pla territorial Emergències. Limpieza y Aseo,,1350.0,2.0,40000.0,,40000.0,32432.3
,1350.0,22799.0,Extinció Incendis. Pla territorial Emergències. Otros trabajos realizados por otras empresas y profesionales,,1350.0,2.0,10000.0,,10000.0,2830.66
,1350.0,23020.0,Extinció Incendis. Pla territorial Emergències..Dietas. Del personal no directivo,,1350.0,2.0,,,,22419.0
,1350.0,62300.0,Extinció Incendis. Pla territorial Emergències..Maquinaria,,1350.0,6.0,,,,1177.64
,1350.0,62301.0,Extinció Incendis. Pla territorial Emergències..Instal.lacions,,1350.0,6.0,,,,
,1350.0,62500.0,Extinció Incendis. Pla territorial Emergències..Inversió nova de mobiliari i béns,,1350.0,6.0,,,,2864.81
,1350.0,63400.0,Extinció Incendis. Pla territorial Emergències. Automóvil,,1350.0,6.0,30000.0,-10000.0,20000.0,8857.08
,1500.0,12000.0,Política territorial i paisatge Sueldos del Grupo A1,,1500.0,1.0,132095.88,,132095.88,128036.21
,1500.0,12001.0,Política territorial i paisatge Sueldos del Grupo A2,,1500.0,1.0,38719.56,,38719.56,35946.23
,1500.0,12003.0,Política territorial i paisatge Sueldos del Grupo C1,,1500.0,1.0,29654.52,,29654.52,27691.62
,1500.0,12004.0,Política territorial i paisatge Sueldos del Grupo C2,,1500.0,1.0,41892.9,,41892.9,23291.15
,1500.0,12005.0,Política territorial i paisatge Sueldos del Grupo E,,1500.0,1.0,23035.74,,23035.74,20034.16
,1500.0,12006.0,Política territorial i paisatge Trienios,,1500.0,1.0,33200.94,,33200.94,31574.65
,1500.0,12100.0,Política territorial i paisatge Complemento de destino,,1500.0,1.0,151598.16,,151598.16,134284.83
,1500.0,12101.0,Política territorial i paisatge Complemento específico,,1500.0,1.0,224035.42,,224035.42,206869.91
,1500.0,12103.0,Política territorial i paisatge Otros complementos,,1500.0,1.0,22349.04,,22349.04,26543.27
,1500.0,15001.0,Política territorial i paisatge Productivitat funcionàris,,1500.0,1.0,78813.0,,78813.0,79333.42
,1500.0,15100.0,Política territorial i paisatge Gratificacions,,1500.0,1.0,22800.0,,22800.0,
,1500.0,16000.0,Política territorial i paisatge Seguridad Social,,1500.0,1.0,231817.26,,231817.26,210096.15
,1500.0,16008.0,Política territorial i paisatge Asistencia médico-farmacéutica,,1500.0,1.0,5000.0,,5000.0,1763.0
,1500.0,22300.0,Política territorial i paisatge.Parque móvil,,1500.0,2.0,,,,1363.09
,1500.0,22502.0,Política territorial i paisatge.Tributos de las Entidades Locales,,1500.0,2.0,,,,814.65
,1500.0,22602.0,Política territorial i paisatge.Publicidad y propaganda,,1500.0,2.0,,,,341.95
,1500.0,22699.0,Política territorial i paisatge Otros gastos diversos,,1500.0,2.0,20000.0,,20000.0,407.97
,1500.0,22706.0,Política territorial i paisatge.Estudios y trabajos técnicos,,1500.0,2.0,,,,18971.01
,1500.0,22799.0,Política territorial i paisatge Otros trabajos realizados por otras empresas y profesionales,,1500.0,2.0,45000.0,,45000.0,
,1500.0,23000.0,Política territorial i paisatge.Dietas. De los miembros de los órganos de gobierno,,1500.0,2.0,,,,64.45
,1500.0,23020.0,Política territorial i paisatge.Dietas. Del personal no directivo,,1500.0,2.0,,,,25.73
,1500.0,23100.0,Política territorial i paisatge.Locomoción. De los miembros de los órganos de gobierno,,1500.0,2.0,,,,1938.85
,1500.0,23120.0,Política territorial i paisatge.Locomoción. Del personal no directivo,,1500.0,2.0,,,,373.6
,1500.0,23300.0,Política territorial i paisatge.Altres indemnitzacions per raó de servei,,1500.0,2.0,,,,15.0
,1500.0,48100.0,Política territorial i paisatge Prem. beques i pensions d´estudis i investigació,,1500.0,4.0,3000.0,,3000.0,
,1500.0,61100.0,Política territorial i paisatge Altres inversions,,1500.0,6.0,45000.0,,45000.0,
,1500.0,61900.0,Política territorial i paisatge.Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,,1500.0,6.0,,,,
,1720.0,12000.0,Protecció i millora del Medi ambient Sueldos del Grupo A1,,1720.0,1.0,73386.6,,73386.6,54770.93
,1720.0,12001.0,Protecció i millora del Medi ambient Sueldos del Grupo A2,,1720.0,1.0,12906.52,,12906.52,12175.17
,1720.0,12004.0,Protecció i millora del Medi ambient Sueldos del Grupo C2,,1720.0,1.0,16757.16,,16757.16,15389.81
,1720.0,12006.0,Protecció i millora del Medi ambient Trienios,,1720.0,1.0,8962.44,,8962.44,4943.85
,1720.0,12100.0,Protecció i millora del Medi ambient Complemento de destino,,1720.0,1.0,59199.42,,59199.42,44864.29
,1720.0,12101.0,Protecció i millora del Medi ambient Complemento específico,,1720.0,1.0,93717.68,,93717.68,65811.02
,1720.0,12103.0,Protecció i millora del Medi ambient Otros complementos,,1720.0,1.0,8486.88,,8486.88,9736.65
,1720.0,13000.0,Protecció i millora del Medi ambient Retribucions persona laboral,,1720.0,1.0,19946.63,,19946.63,18671.69
,1720.0,13002.0,Protecció i millora del Medi ambient Otras remuneraciones,,1720.0,1.0,21485.18,,21485.18,20881.37
,1720.0,15001.0,Protecció i millora del Medi ambient Productivitat funcionàris,,1720.0,1.0,53031.0,,53031.0,35345.72
,1720.0,15002.0,Protecció i millora del Medi ambient Productivitat laborals,,1720.0,1.0,7912.2,,7912.2,7912.2
,1720.0,16000.0,Protecció i millora del Medi ambient Seguridad Social,,1720.0,1.0,106923.56,,106923.56,90878.43
,1720.0,16008.0,Protecció i millora del Medi ambient Asistencia médico-farmacéutica,,1720.0,1.0,900.0,,900.0,967.2
,1720.0,21300.0,Protecció i millora del Medi ambient Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,1720.0,2.0,10000.0,-3851.52,6148.48,5470.5
,1720.0,21400.0,Protecció i millora del Medi ambient.Reparac. Manten. i Conserv. Mat. Transport,,1720.0,2.0,,,,120.87
,1720.0,21500.0,Protecció i millora del Medi ambient Repar. Manteniment i conserv. Mobilliari i béns,,1720.0,2.0,5000.0,,5000.0,99.07
,1720.0,22000.0,Protecció i millora del Medi ambient Ordinario no inventariable,,1720.0,2.0,30000.0,,30000.0,36.15
,1720.0,22001.0,"Protecció i millora del Medi ambient.Prensa, revistas, libros y otras publicaciones",,1720.0,2.0,,,,102.96
,1720.0,22103.0,Protecció i millora del Medi ambient Combustibles y carburantes,,1720.0,2.0,,,,59.49
,1720.0,22104.0,Protecció i millora del Medi ambient.Vestuario,,1720.0,2.0,,,,101.24
,1720.0,22199.0,Protecció i millora del Medi ambient.Otros suministros,,1720.0,2.0,,,,229.99
,1720.0,22300.0,Protecció i millora del Medi ambient Transports,,1720.0,2.0,25000.0,,25000.0,1200.22
,1720.0,22500.0,Protecció i millora del Medi ambient.Tributos estatales,,1720.0,2.0,,,,146.65
,1720.0,22501.0,Protecció i millora del Medi ambient.Tributos de las Comunidades Autónomas,,1720.0,2.0,,,,117.91
,1720.0,22502.0,Protecció i millora del Medi ambient.Tributos de las Entidades Locales,,1720.0,2.0,,,,674.84
,1720.0,22602.0,Protecció i millora del Medi ambient.Publicidad y propaganda,,1720.0,2.0,,,,2274.09
,1720.0,22699.0,Protecció i millora del Medi ambient Otros gastos diversos,,1720.0,2.0,20000.0,,20000.0,525.23
,1720.0,22706.0,Protecció i millora del Medi ambient.Estudios y trabajos técnicos,,1720.0,2.0,,,,24217.82
,1720.0,22799.0,Protecció i millora del Medi ambient Otros trabajos realizados por otras empresas y profesionales,,1720.0,2.0,40000.0,,40000.0,45963.5
,1720.0,23020.0,Protecció i millora del Medi ambient.Dietas. Del personal no directivo,,1720.0,2.0,,,,44.43
,1720.0,23100.0,Protecció i millora del Medi ambient.Locomoción. De los miembros de los órganos de gobierno,,1720.0,2.0,,,,211.46
,1720.0,23120.0,Protecció i millora del Medi ambient.Locomoción. Del personal no directivo,,1720.0,2.0,,,,1149.24
,1720.0,23300.0,Protecció i millora del Medi ambient Altres indemnitzacions per raó de servei,,1720.0,2.0,10000.0,,10000.0,180.0
,1720.0,48900.0,Protecció i millora del Medi ambient.Transferències corrents a fam. i instit. sense fi de lucre,,1720.0,4.0,,,,23000.0
,1720.0,48901.0,Protecció i millora del Medi ambient Subvencions nominatives Deixalles,,1720.0,4.0,55000.0,,55000.0,31177.25
,1720.0,60900.0,Protecció i millora del Medi ambient.Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,,1720.0,6.0,,,,14812.31
,1720.0,61100.0,Protecció i millora del Medi ambient Altres inversions,,1720.0,6.0,1700000.0,,1700000.0,
,1720.0,61104.0,Protecció i millora del Medi ambient Sanejament Estació transferència. Fons cohesió 2007-2013,,1720.0,6.0,200000.0,,200000.0,
,1720.0,61105.0,Protecció i millora del Medi ambient Recuperació ambiental riu Sta. Eulària. Fons cohesió 2007-2013,,1720.0,6.0,537340.92,,537340.92,
,1720.0,61900.0,Protecció i millora del Medi ambient.Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,,1720.0,6.0,,,,27314.96
,1720.0,61906.0,Protecció i millora del Medi ambient.Sanejament Estació transferència. Fons cohesió 2007-2013,,1720.0,6.0,,,,
,1720.0,61907.0,Protecció i millora del Medi ambient.Recuperació ambiental riu Sta. Eulària. Fons cohesió 2007-2013,,1720.0,6.0,,,,
,1720.0,61908.0,Protecció i millora del Medi ambient.Sanejament Hipódromo. Fons cohesió 2007-2013,,1720.0,6.0,,100000.0,100000.0,148192.08
,1720.0,61909.0,Protecció i millora del Medi ambient.Obres sanejament Cala Jondal. Fons cohesió 2007-2013,,1720.0,6.0,,,,75625.69
,1720.0,62503.0,Protecció i millora del Medi ambient Subminis. deixalleries mòbils. Fons Cohesió 2007-2013,,1720.0,6.0,200000.0,,200000.0,
,1720.0,62504.0,Protecció i millora del Medi ambient Adquisió bosses de reciclatge. fons cohesió 2007-2013,,1720.0,6.0,100000.0,,100000.0,
,1720.0,64000.0,Protecció i millora del Medi ambient.Inversiones de caracter inmaterial,,1720.0,6.0,,3851.52,3851.52,3851.52
,2210.0,83000.0,Prestacions econòmiques a favor del treballadors Prèstecs al personal,,2210.0,8.0,400000.0,,400000.0,283076.95
,2300.0,12000.0,Administració Gral. Serveis Socials Sueldos del Grupo A1,,2300.0,1.0,29354.64,,29354.64,35210.52
,2300.0,12003.0,Administració Gral. Serveis Socials Sueldos del Grupo C1,,2300.0,1.0,19769.68,,19769.68,9238.54
,2300.0,12004.0,Administració Gral. Serveis Socials Sueldos del Grupo C2,,2300.0,1.0,25135.74,,25135.74,34342.61
,2300.0,12005.0,Administració Gral. Serveis Socials Sueldos del Grupo E,,2300.0,1.0,23035.74,,23035.74,20512.78
,2300.0,12006.0,Administració Gral. Serveis Socials Trienios,,2300.0,1.0,9671.58,,9671.58,10647.05
,2300.0,12100.0,Administració Gral. Serveis Socials Complemento de destino,,2300.0,1.0,51467.08,,51467.08,52390.93
,2300.0,12101.0,Administració Gral. Serveis Socials Complemento específico,,2300.0,1.0,72482.2,,72482.2,74015.28
,2300.0,12103.0,Administració Gral. Serveis Socials Otros complementos,,2300.0,1.0,8318.16,,8318.16,11639.46
,2300.0,13000.0,Administració Gral. Serveis Socials Retribucions persona laboral,,2300.0,1.0,218310.19,,218310.19,252197.22
,2300.0,13002.0,Administració Gral. Serveis Socials Otras remuneraciones,,2300.0,1.0,339606.68,,339606.68,388994.2
,2300.0,13100.0,Administració Gral. Serveis Socials Retribucions personal laboral temporal,,2300.0,1.0,368957.59,220323.66,589281.25,400364.93
,2300.0,15001.0,Administració Gral. Serveis Socials Productivitat funcionàris,,2300.0,1.0,41547.84,,41547.84,37856.78
,2300.0,15002.0,Administració Gral. Serveis Socials Productivitat laborals,,2300.0,1.0,60979.8,,60979.8,74527.33
,2300.0,15003.0,Administració Gral. Serveis Socials Productivitat personal laboral contractat,,2300.0,1.0,49890.32,,49890.32,44431.99
,2300.0,16000.0,Administració Gral. Serveis Socials Seguridad Social,,2300.0,1.0,406165.55,,406165.55,418898.81
,2300.0,16008.0,Administració Gral. Serveis Socials Asistencia médico-farmacéutica,,2300.0,1.0,17700.0,,17700.0,5936.17
,2300.0,20200.0,Administració Gral. Serveis Socials Lloguers,,2300.0,2.0,45000.0,-43000.0,2000.0,139.5
,2300.0,20300.0,"Administració Gral. Serveis Socials.Arrendamientos maquinaria, instalaciones y utillaje",,2300.0,2.0,,,,348.57
,2300.0,20400.0,Administració Gral. Serveis Socials.Material de transport,,2300.0,2.0,,,,9975.22
,2300.0,20500.0,Administració Gral. Serveis Socials.Arrendaments. Mobiliari i estris,,2300.0,2.0,,,,726.0
,2300.0,21200.0,Administració Gral. Serveis Socials.Repar. Manteniment i conserv. edificis i altres,,2300.0,2.0,,,,12035.27
,2300.0,21300.0,Administració Gral. Serveis Socials.Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,2300.0,2.0,,,,17471.01
,2300.0,21400.0,Administració Gral. Serveis Socials Reparac. Manten. i Conserv. Mat. Transport,,2300.0,2.0,13000.0,,13000.0,4386.54
,2300.0,21500.0,Administració Gral. Serveis Socials.Repar. Manteniment i conserv. Mobilliari i béns,,2300.0,2.0,,,,10479.83
,2300.0,22000.0,Administració Gral. Serveis Socials.Ordinario no inventariable,,2300.0,2.0,,,,1317.31
,2300.0,22001.0,"Administració Gral. Serveis Socials.Prensa, revistas, libros y otras publicaciones",,2300.0,2.0,,,,3653.63
,2300.0,22002.0,"Administració Gral. Serveis Socials.Material, informático no inventariable",,2300.0,2.0,,,,42.55
,2300.0,22100.0,Administració Gral. Serveis Socials.Energía eléctrica,,2300.0,2.0,,,,14877.2
,2300.0,22101.0,Administració Gral. Serveis Socials.Agua,,2300.0,2.0,,,,11353.56
,2300.0,22103.0,Administració Gral. Serveis Socials.Combustibles y carburantes,,2300.0,2.0,,,,7636.55
,2300.0,22104.0,Administració Gral. Serveis Socials.Vestuario,,2300.0,2.0,,,,4099.52
,2300.0,22105.0,Administració Gral. Serveis Socials Productos alimenticios,,2300.0,2.0,50000.0,100000.0,150000.0,53007.31
,2300.0,22106.0,Administració Gral. Serveis Socials.Productos farmacéuticos y material sanitario,,2300.0,2.0,,,,2701.13
,2300.0,22107.0,Administració Gral. Serveis Socials.Productos farmacéuticos,,2300.0,2.0,,,,31.05
,2300.0,22110.0,Administració Gral. Serveis Socials.Productos de limpieza y aseo,,2300.0,2.0,,,,5258.83
,2300.0,22112.0,"Administració Gral. Serveis Socials.Suministros de material electrónico, eléctrico y de telecomunicaciones",,2300.0,2.0,,,,325.41
,2300.0,22199.0,Administració Gral. Serveis Socials Otros suministros,,2300.0,2.0,200000.0,-197000.0,3000.0,2237.14
,2300.0,22201.0,Administració Gral. Serveis Socials.Postales,,2300.0,2.0,,,,14.0
,2300.0,22300.0,Administració Gral. Serveis Socials.Parque móvil,,2300.0,2.0,,,,11196.46
,2300.0,22400.0,Administració Gral. Serveis Socials.De edificios y locales,,2300.0,2.0,,,,3043.8
,2300.0,22403.0,Administració Gral. Serveis Socials.Altres riscos,,2300.0,2.0,,,,1192.48
,2300.0,22500.0,Administració Gral. Serveis Socials.Tributos estatales,,2300.0,2.0,,,,10.2
,2300.0,22501.0,Administració Gral. Serveis Socials.Tributos de las Comunidades Autónomas,,2300.0,2.0,,,,51.2
,2300.0,22502.0,Administració Gral. Serveis Socials.Tributos de las Entidades Locales,,2300.0,2.0,,,,22090.24
,2300.0,22600.0,Administració Gral. Serveis Socials.Cánones,,2300.0,2.0,,,,17.46
,2300.0,22601.0,Administració Gral. Serveis Socials.Atenciones protocolarias y representativas,,2300.0,2.0,,,,7165.45
,2300.0,22602.0,Administració Gral. Serveis Socials.Publicidad y propaganda,,2300.0,2.0,,,,3084.5
,2300.0,22604.0,"Administració Gral. Serveis Socials.Jurídicos, contenciosos",,2300.0,2.0,,,,23942.93
,2300.0,22606.0,"Administració Gral. Serveis Socials.Reuniones, conferencias y cursos",,2300.0,2.0,,,,28014.0
,2300.0,22609.0,Administració Gral. Serveis Socials.Actividades culturales y deportivas,,2300.0,2.0,,,,119.75
,2300.0,22699.0,Administració Gral. Serveis Socials Otros gastos diversos,,2300.0,2.0,105000.0,100000.0,205000.0,9443.8
,2300.0,22700.0,Administració Gral. Serveis Socials Limpieza y Aseo,,2300.0,2.0,40000.0,,40000.0,38253.92
,2300.0,22701.0,Administració Gral. Serveis Socials Seguridad,,2300.0,2.0,85000.0,,85000.0,60602.86
,2300.0,22706.0,Administració Gral. Serveis Socials.Estudios y trabajos técnicos,,2300.0,2.0,,,,69171.89
,2300.0,22709.0,Administració Gral. Serveis Socials.Treballs Realit.per Altres Empreses,,2300.0,2.0,,,,2226.85
,2300.0,22799.0,Administració Gral. Serveis Socials Otros trabajos realizados por otras empresas y profesionales,,2300.0,2.0,415000.0,,415000.0,369758.11
,2300.0,23000.0,Administració Gral. Serveis Socials.Dietas. De los miembros de los órganos de gobierno,,2300.0,2.0,,,,127.5
,2300.0,23020.0,Administració Gral. Serveis Socials.Dietas. Del personal no directivo,,2300.0,2.0,,,,203.24
,2300.0,23100.0,Administració Gral. Serveis Socials.Locomoción. De los miembros de los órganos de gobierno,,2300.0,2.0,,,,961.03
,2300.0,23120.0,Administració Gral. Serveis Socials.Locomoción. Del personal no directivo,,2300.0,2.0,,,,4461.27
,2300.0,23300.0,Administració Gral. Serveis Socials.Altres indemnitzacions per raó de servei,,2300.0,2.0,,,,165.0
,2300.0,42000.0,Administració Gral. Serveis Socials.Transferencias a la Administración Gral. del Estado,,2300.0,4.0,,,,1800.0
,2300.0,46200.0,Administració Gral. Serveis Socials Transferències corrents a Ajuntaments,,2300.0,4.0,1100000.0,,1100000.0,691106.74
,2300.0,46713.0,Administració Gral. Serveis Socials Consorci Gestió Sociosanitaria. Transf. corrent,,2300.0,4.0,3200000.0,1221511.72,4421511.72,4443363.76
,2300.0,48100.0,Administració Gral. Serveis Socials.Prem. beques i pensions d'estudis i investigació,,2300.0,4.0,,,,3929.77
,2300.0,48900.0,Administració Gral. Serveis Socials Transferències corrents a fam. i instit. sense fi de lucre,,2300.0,4.0,1060084.27,574564.49,1634648.76,973150.62
,2300.0,60100.0,"Administració Gral. Serveis Socials.Inv. nova infraestruct. i béns, gral. altre",,2300.0,6.0,,,,10643.95
,2300.0,61900.0,Administració Gral. Serveis Socials.Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,,2300.0,6.0,,,,1906.96
,2300.0,62400.0,Administració Gral. Serveis Socials Automóvil,,2300.0,6.0,20000.0,,20000.0,
,2300.0,62500.0,Administració Gral. Serveis Socials.Inversió nova de mobiliari i béns,,2300.0,6.0,,,,3015.92
,2300.0,62600.0,Administració Gral. Serveis Socials.Inv.Nova equips per process. d´Informació,,2300.0,6.0,,,,211.22
,2300.0,63301.0,Administració Gral. Serveis Socials.Instalaciones,,2300.0,6.0,,,,1899.8
,2311.0,12004.0,Oficina de la Dona.Sueldos del Grupo C2,,2311.0,1.0,,,,3601.58
,2311.0,12006.0,Oficina de la Dona.Trienios,,2311.0,1.0,,,,430.31
,2311.0,12100.0,Oficina de la Dona Complemento de destino,,2311.0,1.0,59354.56,,59354.56,1835.14
,2311.0,12101.0,Oficina de la Dona.Complemento específico,,2311.0,1.0,,,,2192.71
,2311.0,12103.0,Oficina de la Dona.Otros complementos,,2311.0,1.0,,,,290.55
,2311.0,13000.0,Oficina de la Dona Retribucions persona laboral,,2311.0,1.0,123230.94,,123230.94,107940.64
,2311.0,13002.0,Oficina de la Dona Otras remuneraciones,,2311.0,1.0,172316.34,,172316.34,183406.52
,2311.0,13100.0,Oficina de la Dona.Retribuc.Personal Lab. Eventual,,2311.0,1.0,,,,36791.34
,2311.0,15001.0,Oficina de la Dona.Productivitat funcionàris,,2311.0,1.0,,,,1325.0
,2311.0,15002.0,Oficina de la Dona Productivitat laborals,,2311.0,1.0,33000.0,,33000.0,31400.0
,2311.0,15003.0,Oficina de la Dona Productivitat personal laboral contractat,,2311.0,1.0,6500.0,,6500.0,3183.33
,2311.0,16000.0,Oficina de la Dona Seguridad Social,,2311.0,1.0,123363.61,,123363.61,118035.73
,2311.0,16008.0,Oficina de la Dona.Asistencia médico-farmacéutica,,2311.0,1.0,,,,2473.4
,2311.0,21200.0,Oficina de la Dona.Repar. Manteniment i conserv. edificis i altres,,2311.0,2.0,,,,914.9
,2311.0,21300.0,Oficina de la Dona.Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,2311.0,2.0,,,,1895.02
,2311.0,21400.0,Oficina de la Dona.Reparac. Manten. i Conserv. Mat. Transport,,2311.0,2.0,,,,283.61
,2311.0,21500.0,Oficina de la Dona.Repar. Manteniment i conserv. Mobilliari i béns,,2311.0,2.0,,,,17.45
,2311.0,22000.0,Oficina de la Dona.Ordinario no inventariable,,2311.0,2.0,,,,136.94
,2311.0,22101.0,Oficina de la Dona.Agua,,2311.0,2.0,,,,1869.53
,2311.0,22105.0,Oficina de la Dona Productos alimenticios,,2311.0,2.0,15000.0,,15000.0,858.48
,2311.0,22106.0,Oficina de la Dona Productos farmacéuticos y material sanitario,,2311.0,2.0,2000.0,,2000.0,
,2311.0,22110.0,Oficina de la Dona.Productos de limpieza y aseo,,2311.0,2.0,,,,379.8
,2311.0,22199.0,Oficina de la Dona.Otros suministros,,2311.0,2.0,,,,1767.99
,2311.0,22200.0,Oficina de la Dona.Servicios de Telecomunicaciones,,2311.0,2.0,,,,165.31
,2311.0,22300.0,Oficina de la Dona.Parque móvil,,2311.0,2.0,,,,523.0
,2311.0,22502.0,Oficina de la Dona.Tributos de las Entidades Locales,,2311.0,2.0,,,,63.05
,2311.0,22604.0,"Oficina de la Dona.Jurídicos, contenciosos",,2311.0,2.0,,,,595.9
,2311.0,22699.0,Oficina de la Dona Otros gastos diversos,,2311.0,2.0,15000.0,,15000.0,2691.74
,2311.0,22700.0,Oficina de la Dona Limpieza y Aseo,,2311.0,2.0,4000.0,,4000.0,
