#a,Funcional,Económica,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,1360.0,62200.0,Servei de Prevenció i Extinció d´Incendis.Industrials,,1360.0,6.0,0.0,0.0,0.0,21766.52
,1360.0,62203.0,Servei de Prevenció i Extinció d´Incendis Otras construcciones,,1360.0,6.0,100000.0,0.0,100000.0,57730.37
,1360.0,62300.0,Servei de Prevenció i Extinció d´Incendis.Maquinaria,,1360.0,6.0,0.0,0.0,0.0,42575.32
,1360.0,62301.0,Servei de Prevenció i Extinció d´Incendis,,1360.0,6.0,0.0,0.0,0.0,18517.94
,1360.0,62302.0,Servei de Prevenció i Extinció d´Incendis.Elementos de transporte,,1360.0,6.0,0.0,0.0,0.0,11349.8
,1360.0,62303.0,Servei de Prevenció i Extinció d´Incendis,,1360.0,6.0,0.0,0.0,0.0,31784.47
,1360.0,62400.0,Servei de Prevenció i Extinció d´Incendis Automóvil,,1360.0,6.0,400000.0,-150000.0,250000.0,112012.12
,1360.0,62500.0,Servei de Prevenció i Extinció d´Incendis.Inversió nova de mobiliari i béns,,1360.0,6.0,0.0,0.0,0.0,40105.97
,1360.0,62600.0,Servei de Prevenció i Extinció d´Incendis.Inversió nova. Informática,,1360.0,6.0,0.0,0.0,0.0,6115.9
,1360.0,62900.0,Servei de Prevenció i Extinció d´Incendis.Inversió associada al funcionament dels serveis,,1360.0,6.0,0.0,0.0,0.0,26408.39
,1360.0,63200.0,Servei de Prevenció i Extinció d´Incendis. Industrials,,1360.0,6.0,183360.44,0.0,183360.44,5610.81
,1360.0,63203.0,Servei de Prevenció i Extinció d´Incendis.Otras construcciones,,1360.0,6.0,0.0,0.0,0.0,31243.17
,1360.0,63300.0,Servei de Prevenció i Extinció d´Incendis Maquinaria,,1360.0,6.0,112000.0,0.0,112000.0,6957.5
,1360.0,63301.0,Servei de Prevenció i Extinció d´Incendis.Instalaciones,,1360.0,6.0,0.0,0.0,0.0,4228.9
,1360.0,63303.0,Servei de Prevenció i Extinció d´Incendis.Utiles y herramientas,,1360.0,6.0,0.0,0.0,0.0,19524.12
,1360.0,63400.0,Servei de Prevenció i Extinció d´Incendis.Automóvil,,1360.0,6.0,0.0,0.0,0.0,7099.58
,1360.0,63500.0,Servei de Prevenció i Extinció d´Incendis.Mobiliario,,1360.0,6.0,0.0,0.0,0.0,0.0
,1360.0,63901.0,Servei de Prevenció i Extinció d´Incendis.Otras inversiones de reposición asociadas al funcionamiento operativo de los servicios,,1360.0,6.0,0.0,0.0,0.0,7617.41
,1510.0,12000.0,Política Territorial. Sueldos del Grupo A1,,1510.0,1.0,189515.11,4443.46,193958.57,151032.94
,1510.0,12001.0,Política Territorial. Sueldos del Grupo A2,,1510.0,1.0,93776.06,0.0,93776.06,68679.89
,1510.0,12003.0,Política Territorial. Sueldos del Grupo C1,,1510.0,1.0,51301.6,0.0,51301.6,40120.28
,1510.0,12004.0,Política Territorial. Sueldos del Grupo C2,,1510.0,1.0,43484.0,0.0,43484.0,44265.97
,1510.0,12005.0,Política Territorial. Sueldos del Grupo E,,1510.0,1.0,7970.2,0.0,7970.2,8545.22
,1510.0,12006.0,Política Territorial. Trienios,,1510.0,1.0,50788.18,683.69,51471.87,50381.74
,1510.0,12100.0,Política Territorial. Complemento de destino,,1510.0,1.0,236160.96,2470.62,238631.58,188264.65
,1510.0,12101.0,Política Territorial. Complemento específico,,1510.0,1.0,397480.09,3585.98,401066.07,283886.12
,1510.0,12103.0,Política Territorial. Otros complementos,,1510.0,1.0,32639.16,369.77,33008.93,26426.37
,1510.0,12700.0,Política Territorial.Contribuciones a planes y fondos de pensiones funcionaris,,1510.0,1.0,0.0,0.0,0.0,15130.31
,1510.0,13000.0,Política Territorial Retribucions persona laboral,,1510.0,1.0,48739.24,0.0,48739.24,40930.43
,1510.0,13001.0,Política Territorial.Horas extraordinarias,,1510.0,1.0,0.0,0.0,0.0,952.59
,1510.0,13002.0,Política Territorial Otras remuneraciones,,1510.0,1.0,59250.12,0.0,59250.12,60237.07
,1510.0,13700.0,Política Territorial.Contribucions a plans i fons de pensions laborals,,1510.0,1.0,0.0,0.0,0.0,2653.53
,1510.0,15001.0,Política Territorial. Productivitat funcionàris,,1510.0,1.0,107092.56,883.75,107976.31,149288.67
,1510.0,15002.0,Política Territorial Productivitat laborals,,1510.0,1.0,18683.76,0.0,18683.76,17685.26
,1510.0,15100.0,Política Territorial.Gratificacions,,1510.0,1.0,0.0,0.0,0.0,21711.8
,1510.0,16000.0,Política Territorial. Seguridad Social,,1510.0,1.0,369517.31,37146.19,406663.5,271001.09
,1510.0,16008.0,Política Territorial. Asistencia médico-farmacéutica,,1510.0,1.0,2800.0,0.0,2800.0,3018.82
,1510.0,22103.0,Política Territorial.Combustibles y carburantes,,1510.0,2.0,0.0,0.0,0.0,20.0
,1510.0,22602.0,Política Territorial. Publicidad y propaganda,,1510.0,2.0,20000.0,0.0,20000.0,0.0
,1510.0,22699.0,Política Territorial. Otros gastos diversos,,1510.0,2.0,9200.0,0.0,9200.0,516.63
,1510.0,22706.0,Política Territorial.Estudios y trabajos técnicos,,1510.0,2.0,0.0,0.0,0.0,2057.0
,1510.0,22799.0,Política Territorial. Otros trabajos realizados por otras empresas y profesionales,,1510.0,2.0,60000.0,0.0,60000.0,176.96
,1510.0,23000.0,Política Territorial.De los miembros de los órganos de gobierno,,1510.0,2.0,0.0,0.0,0.0,50.2
,1510.0,23020.0,Política Territorial.Del personal no directivo,,1510.0,2.0,0.0,0.0,0.0,87.26
,1510.0,23100.0,Política Territorial.De los miembros de los órganos de gobierno,,1510.0,2.0,0.0,0.0,0.0,650.76
,1510.0,23110.0,Política Territorial.Del personal directivo,,1510.0,2.0,0.0,0.0,0.0,300.39
,1510.0,23120.0,Política Territorial.Del personal no directivo,,1510.0,2.0,0.0,0.0,0.0,668.52
,1510.0,23300.0,Política Territorial.Altres indemnitzacions per raó de servei,,1510.0,2.0,0.0,0.0,0.0,45.0
,1510.0,62900.0,Política Territorial.Inversió associada al funcionament dels serveis,,1510.0,6.0,0.0,0.0,0.0,84.55
,1510.0,64000.0,Política Territorial.Inversiones de caracter inmaterial,,1510.0,6.0,160000.0,0.0,160000.0,69177.88
,1510.0,64100.0,Política Territorial Gastos en aplicaciones informáticas,,1510.0,6.0,15000.0,0.0,15000.0,0.0
,1521.0,62203.0,Promoción y gestión de vivienda de protección pública. Otras construcciones,,1521.0,6.0,10000.0,0.0,10000.0,0.0
,1700.0,12000.0,Medi Ambient. Sueldos del Grupo A1,,1700.0,1.0,60938.96,0.0,60938.96,62327.77
,1700.0,12001.0,Medi Ambient. Sueldos del Grupo A2,,1700.0,1.0,40189.74,0.0,40189.74,18026.24
,1700.0,12003.0,Medi Ambient. Sueldos del Grupo C1,,1700.0,1.0,10260.32,0.0,10260.32,10501.17
,1700.0,12006.0,Medi Ambient. Trienios,,1700.0,1.0,13371.72,0.0,13371.72,14157.84
,1700.0,12100.0,Medi Ambient. Complemento de destino,,1700.0,1.0,61279.82,0.0,61279.82,50825.68
,1700.0,12101.0,Medi Ambient. Complemento específico,,1700.0,1.0,92324.54,0.0,92324.54,75733.29
,1700.0,12103.0,Medi Ambient. Otros complementos,,1700.0,1.0,9395.64,0.0,9395.64,7709.97
,1700.0,12700.0,Medi Ambient.Contribuciones a planes y fondos de pensiones funcionaris,,1700.0,1.0,0.0,0.0,0.0,4037.33
,1700.0,13000.0,Medi Ambient. Retribuciones básicas,,1700.0,1.0,9146.2,0.0,9146.2,9533.15
,1700.0,13002.0,Medi Ambient. Otras remuneraciones,,1700.0,1.0,11509.98,0.0,11509.98,11421.97
,1700.0,13700.0,Medi Ambient.Contribucions a plans i fons de pensions laborals,,1700.0,1.0,0.0,0.0,0.0,673.2
,1700.0,15001.0,Medi Ambient. Productivitat funcionàris,,1700.0,1.0,35538.84,0.0,35538.84,38264.75
,1700.0,15002.0,Medi Ambient. Productivitat laborals,,1700.0,1.0,4961.28,0.0,4961.28,4961.28
,1700.0,16000.0,Medi Ambient. Seguridad Social,,1700.0,1.0,100674.85,7171.72,107846.57,72959.25
,1700.0,16008.0,Medi Ambient. Asistencia médico-farmacéutica,,1700.0,1.0,1600.0,0.0,1600.0,1214.0
,1700.0,21200.0,Medi Ambient.Repar. Manteniment i conserv. edificis i altres,,1700.0,2.0,0.0,0.0,0.0,1282.6
,1700.0,21300.0,Medi Ambient. Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,1700.0,2.0,15000.0,0.0,15000.0,811.62
,1700.0,22104.0,Medi Ambient.Vestuario,,1700.0,2.0,0.0,0.0,0.0,206.55
,1700.0,22500.0,Medi Ambient.Tributos estatales,,1700.0,2.0,0.0,0.0,0.0,367.24
,1700.0,22606.0,"Medi Ambient Reuniones, conferencias y cursos",,1700.0,2.0,20000.0,0.0,20000.0,0.0
,1700.0,22699.0,Medi Ambient.Otros gastos diversos,,1700.0,2.0,0.0,0.0,0.0,15505.32
,1700.0,22706.0,Medi Ambient. Estudios y trabajos técnicos,,1700.0,2.0,300000.0,150000.0,450000.0,3067.35
,1700.0,22799.0,Medi Ambient.Otros trabajos realizados por otras empresas y profesionales,,1700.0,2.0,145037.22,100000.0,245037.22,601477.26
,1700.0,23020.0,Medi Ambient.Del personal no directivo,,1700.0,2.0,0.0,0.0,0.0,154.53
,1700.0,23100.0,Medi Ambient.De los miembros de los órganos de gobierno,,1700.0,2.0,0.0,0.0,0.0,79.07
,1700.0,23120.0,Medi Ambient.Del personal no directivo,,1700.0,2.0,0.0,0.0,0.0,793.83
,1700.0,23300.0,Medi Ambient. Altres indemnitzacions per raó de servei,,1700.0,2.0,5000.0,0.0,5000.0,60.0
,1700.0,46200.0,Medi Ambient Transferències corrents a Ajuntaments,,1700.0,4.0,300000.0,-100000.0,200000.0,55433.07
,1700.0,48900.0,Medi Ambient. Transferències corrents a fam. i instit. sense fi de lucre,,1700.0,4.0,100000.0,0.0,100000.0,21396.44
,1700.0,48911.0,Medi Ambient.Asociacio Aliança Mar Blava,,1700.0,4.0,15000.0,0.0,15000.0,12694.0
,1700.0,48912.0,Medi Ambient.Mancomunitat Intermunicipal Serv. Insulars,,1700.0,4.0,60000.0,0.0,60000.0,60000.0
,1700.0,62301.0,Medi Ambient Instal.lacions,,1700.0,6.0,80000.0,0.0,80000.0,10756.9
,1700.0,63200.0,Medi Ambient.Industrials,,1700.0,6.0,0.0,0.0,0.0,46100.33
,1700.0,63301.0,Medi Ambient.Instalaciones,,1700.0,6.0,0.0,0.0,0.0,3472.7
,1700.0,64000.0,Medi Ambient Inversiones de caracter inmaterial,,1700.0,6.0,22000.0,0.0,22000.0,0.0
,1700.0,78900.0,Medi Ambient Transferències de capital a famílies i instit. sense ànim de lucre,,1700.0,7.0,30000.0,0.0,30000.0,1801.25
,2210.0,83000.0,Prestacions econòmiques a favor del treballadors Prèstecs al personal,,2210.0,8.0,250000.0,0.0,250000.0,169505.8
,2310.0,12000.0,Serveis Socials i Promoció Social. Sueldos del Grupo A1,,2310.0,1.0,30469.48,0.0,30469.48,40343.82
,2310.0,12001.0,Serveis Socials i Promoció Social Sueldos del Grupo A2,,2310.0,1.0,13396.58,0.0,13396.58,0.0
,2310.0,12003.0,Serveis Socials i Promoció Social. Sueldos del Grupo C1,,2310.0,1.0,10260.32,0.0,10260.32,6758.66
,2310.0,12004.0,Serveis Socials i Promoció Social. Sueldos del Grupo C2,,2310.0,1.0,26090.4,0.0,26090.4,23559.61
,2310.0,12005.0,Serveis Socials i Promoció Social. Sueldos del Grupo E,,2310.0,1.0,15940.4,0.0,15940.4,16314.9
,2310.0,12006.0,Serveis Socials i Promoció Social. Trienios,,2310.0,1.0,16388.74,0.0,16388.74,16730.57
,2310.0,12100.0,Serveis Socials i Promoció Social. Complemento de destino,,2310.0,1.0,55368.74,0.0,55368.74,50618.47
,2310.0,12101.0,Serveis Socials i Promoció Social. Complemento específico,,2310.0,1.0,86749.04,0.0,86749.04,80077.45
,2310.0,12103.0,Serveis Socials i Promoció Social. Otros complementos,,2310.0,1.0,8052.48,0.0,8052.48,7258.39
,2310.0,12700.0,Serveis Socials i Promoció Social.Contribuciones a planes y fondos de pensiones funcionaris,,2310.0,1.0,0.0,0.0,0.0,4712.4
,2310.0,13000.0,Serveis Socials i Promoció Social. Retribuciones básicas,,2310.0,1.0,63032.14,0.0,63032.14,61749.29
,2310.0,13002.0,Serveis Socials i Promoció Social. Otras remuneraciones,,2310.0,1.0,106549.72,0.0,106549.72,84608.03
,2310.0,13700.0,Serveis Socials i Promoció Social.Contribucions a plans i fons de pensions laborals,,2310.0,1.0,0.0,0.0,0.0,3366.0
,2310.0,15001.0,Serveis Socials i Promoció Social. Productivitat funcionàris,,2310.0,1.0,37166.4,0.0,37166.4,49499.25
,2310.0,15002.0,Serveis Socials i Promoció Social. Productivitat laborals,,2310.0,1.0,18754.56,0.0,18754.56,26871.55
,2310.0,16000.0,Serveis Socials i Promoció Social. Seguridad Social,,2310.0,1.0,138777.99,11245.27,150023.26,108631.47
,2310.0,16008.0,Serveis Socials i Promoció Social. Asistencia médico-farmacéutica,,2310.0,1.0,14000.0,0.0,14000.0,1171.9
,2310.0,20500.0,Serveis Socials i Promoció Social.Arrendaments. Mobiliari i estris,,2310.0,2.0,0.0,0.0,0.0,0.0
,2310.0,21200.0,Serveis Socials i Promoció Social Repar. Manteniment i conserv. edificis i altres,,2310.0,2.0,80000.0,0.0,80000.0,4704.63
,2310.0,21300.0,Serveis Socials i Promoció Social.Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,2310.0,2.0,0.0,0.0,0.0,9674.92
,2310.0,21500.0,Serveis Socials i Promoció Social Repar. Manteniment i conserv. Mobilliari i béns,,2310.0,2.0,35000.0,0.0,35000.0,138.15
,2310.0,21600.0,Serveis Socials i Promoció Social Manteniment equisp informàtics,,2310.0,2.0,0.0,0.0,0.0,49.38
,2310.0,22000.0,Serveis Socials i Promoció Social.Ordinario no inventariable,,2310.0,2.0,0.0,0.0,0.0,164.12
,2310.0,22001.0,"Serveis Socials i Promoció Social Prensa, revistas, libros y otras publicaciones",,2310.0,2.0,2000.0,0.0,2000.0,986.56
,2310.0,22105.0,Serveis Socials i Promoció Social.Productos alimenticios,,2310.0,2.0,0.0,0.0,0.0,886.6
,2310.0,22112.0,"Serveis Socials i Promoció Social.Suministros de material electrónico, eléctrico y de telecomunicaciones",,2310.0,2.0,0.0,0.0,0.0,253.48
,2310.0,22300.0,Serveis Socials i Promoció Social Transports,,2310.0,2.0,3000.0,0.0,3000.0,0.0
,2310.0,22502.0,Serveis Socials i Promoció Social.Tributos de las Entidades locales,,2310.0,2.0,0.0,0.0,0.0,48.05
,2310.0,22601.0,Serveis Socials i Promoció Social.Atenciones protocolarias y representativas,,2310.0,2.0,0.0,0.0,0.0,11644.0
,2310.0,22602.0,Serveis Socials i Promoció Social Publicidad y propaganda,,2310.0,2.0,23000.0,0.0,23000.0,0.0
,2310.0,22604.0,"Serveis Socials i Promoció Social.Jurídicos, contenciosos",,2310.0,2.0,0.0,0.0,0.0,3800.0
,2310.0,22606.0,"Serveis Socials i Promoció Social.Reuniones, conferencias y cursos",,2310.0,2.0,0.0,0.0,0.0,3162.43
,2310.0,22609.0,Serveis Socials i Promoció Social.Actividades culturales y deportivas,,2310.0,2.0,0.0,0.0,0.0,11251.8
,2310.0,22699.0,Serveis Socials i Promoció Social.Otros gastos diversos,,2310.0,2.0,70000.0,0.0,70000.0,9938.13
,2310.0,22700.0,Serveis Socials i Promoció Social.Limpieza y Aseo,,2310.0,2.0,0.0,0.0,0.0,202432.49
,2310.0,22701.0,Serveis Socials i Promoció Social Seguridad,,2310.0,2.0,0.0,0.0,0.0,52.03
,2310.0,22706.0,Serveis Socials i Promoció Social.Estudios y trabajos técnicos,,2310.0,2.0,0.0,0.0,0.0,32474.85
,2310.0,22799.0,Serveis Socials i Promoció Social. Otros trabajos realizados por otras empresas y profesionales,,2310.0,2.0,332000.0,200000.0,532000.0,225189.55
,2310.0,23000.0,Serveis Socials i Promoció Social.De los miembros de los órganos de gobierno,,2310.0,2.0,0.0,0.0,0.0,546.37
,2310.0,23020.0,Serveis Socials i Promoció Social Del personal no directivo,,2310.0,2.0,0.0,0.0,0.0,349.15
,2310.0,23100.0,Serveis Socials i Promoció Social.De los miembros de los órganos de gobierno,,2310.0,2.0,0.0,0.0,0.0,887.43
,2310.0,23110.0,Serveis Socials i Promoció Social.Del personal directivo,,2310.0,2.0,0.0,0.0,0.0,82.73
,2310.0,23120.0,Serveis Socials i Promoció Social.Del personal no directivo,,2310.0,2.0,0.0,0.0,0.0,1599.52
,2310.0,23300.0,Serveis Socials i Promoció Social.Altres indemnitzacions per raó de servei,,2310.0,2.0,0.0,0.0,0.0,360.0
,2310.0,46200.0,Serveis Socials i Promoció Social. Transferències corrents a Ajuntaments,,2310.0,4.0,0.0,0.0,0.0,1342636.9
,2310.0,48900.0,Serveis Socials i Promoció Social. Transferències corrents a fam. i instit. sense fi de lucre,,2310.0,4.0,2950000.0,775000.0,3725000.0,1539651.25
,2310.0,48915.0,Serveis Socials i Promoció Social Caritas Diocesana de Ibiza,,2310.0,4.0,123000.0,0.0,123000.0,117635.0
,2310.0,61900.0,Serveis Socials i Promoció Social.Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,,2310.0,6.0,0.0,0.0,0.0,8470.0
,2310.0,62203.0,Serveis Socials i Promoció Social Otras construcciones,,2310.0,6.0,500000.0,0.0,500000.0,0.0
,2310.0,62300.0,Serveis Socials i Promoció Social.Maquinaria e Instalaciones,,2310.0,6.0,0.0,0.0,0.0,1779.11
,2310.0,62500.0,Serveis Socials i Promoció Social.Inversió nova de mobiliari i béns,,2310.0,6.0,0.0,0.0,0.0,353.09
,2310.0,6250001.0,Serveis Socials i Promoció Social.Mobiliari i béns,,2310.0,6.0,0.0,0.0,0.0,4343.9
,2310.0,62600.0,Serveis Socials i Promoció Social.Inversió nova. Informática,,2310.0,6.0,0.0,0.0,0.0,119.0
,2310.0,63200.0,Serveis Socials i Promoció Social.Industrials,,2310.0,6.0,0.0,0.0,0.0,8201.38
,2310.0,63203.0,Serveis Socials i Promoció Social. Otras construcciones,,2310.0,6.0,120000.0,0.0,120000.0,83235.63
,2310.0,63301.0,Serveis Socials i Promoció Social.Instalaciones,,2310.0,6.0,0.0,0.0,0.0,76.01
,2310.0,75000.0,Serveis Socials i Promoció Social A la Administración General de las Comunidades Autónomas. Transferencias al resto de entidades,,2310.0,7.0,224374.64,0.0,224374.64,0.0
,2310.0,76200.0,Serveis Socials i Promoció Social Transf.Cap.Ajuntaments,,2310.0,7.0,1000000.0,0.0,1000000.0,105600.0
,2310.0,78900.0,Serveis Socials i Promoció Social Transferències de capital a famílies i instit. sense ànim de lucre,,2310.0,7.0,0.0,0.0,0.0,114464.07
,2311.0,12000.0,Oficina de la Dona Sueldos del Grupo A1,,2311.0,1.0,15234.74,0.0,15234.74,0.0
,2311.0,12100.0,Oficina de la Dona Complemento de destino,,2311.0,1.0,8470.7,0.0,8470.7,0.0
,2311.0,12101.0,Oficina de la Dona Complemento específico,,2311.0,1.0,12294.8,0.0,12294.8,0.0
,2311.0,12103.0,Oficina de la Dona Otros complementos,,2311.0,1.0,1267.8,0.0,1267.8,0.0
,2311.0,13000.0,Oficina de la Dona. Retribuciones básicas,,2311.0,1.0,81893.68,0.0,81893.68,82798.66
,2311.0,13001.0,Oficina de la Dona.Horas extraordinarias,,2311.0,1.0,0.0,0.0,0.0,16306.53
,2311.0,13002.0,Oficina de la Dona. Otras remuneraciones,,2311.0,1.0,127288.64,0.0,127288.64,126960.66
,2311.0,13100.0,Oficina de la Dona Retribucions personal laboral temporal,,2311.0,1.0,130834.84,17799.02,148633.86,129758.07
,2311.0,13700.0,Oficina de la Dona.Contribucions a plans i fons de pensions laborals,,2311.0,1.0,0.0,0.0,0.0,5269.66
,2311.0,15001.0,Oficina de la Dona Productivitat funcionaris,,2311.0,1.0,3030.0,0.0,3030.0,0.0
,2311.0,15002.0,Oficina de la Dona. Productivitat laborals,,2311.0,1.0,21210.0,0.0,21210.0,21944.08
,2311.0,15003.0,Oficina de la Dona Productivitat personal laboral contractat,,2311.0,1.0,12120.0,0.0,12120.0,9229.16
,2311.0,16000.0,Oficina de la Dona. Seguridad Social,,2311.0,1.0,128589.82,15881.21,144471.03,91425.64
,2311.0,16008.0,Oficina de la Dona.Asistencia médico-farmacéutica,,2311.0,1.0,0.0,0.0,0.0,1685.0
,2311.0,21200.0,Oficina de la Dona.Repar. Manteniment i conserv. edificis i altres,,2311.0,2.0,0.0,0.0,0.0,961.85
,2311.0,21300.0,Oficina de la Dona.Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,2311.0,2.0,0.0,0.0,0.0,516.06
,2311.0,21400.0,Oficina de la Dona.Reparac. Manten. i Conserv. Mat. Transport,,2311.0,2.0,0.0,0.0,0.0,446.67
,2311.0,21500.0,Oficina de la Dona.Repar. Manteniment i conserv. Mobilliari i béns,,2311.0,2.0,0.0,0.0,0.0,217.8
,2311.0,22000.0,Oficina de la Dona.Ordinario no inventariable,,2311.0,2.0,0.0,0.0,0.0,232.75
,2311.0,22001.0,"Oficina de la Dona.Prensa, revistas, libros y otras publicaciones",,2311.0,2.0,0.0,0.0,0.0,106.08
,2311.0,22002.0,"Oficina de la Dona.Material, informático no inventariable",,2311.0,2.0,0.0,0.0,0.0,69.8
,2311.0,22105.0,Oficina de la Dona. Productos alimenticios,,2311.0,2.0,30000.0,0.0,30000.0,1289.17
,2311.0,22106.0,Oficina de la Dona. Productos farmacéuticos y material sanitario,,2311.0,2.0,4000.0,0.0,4000.0,1921.21
,2311.0,22110.0,Oficina de la Dona.Productos de limpieza y aseo,,2311.0,2.0,0.0,0.0,0.0,335.91
