#,Funcional,Económica,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,110.0,9122010.0,"Deuta Pública.FFPP RDL 4/2012, Sa Nostra 017289 FECOEF",,110.0,9.0,,,,1705.87
,110.0,9122011.0,"Deuta Pública.FFPP RDL 4/2012, Caja Mar 000019 FECOEF",,110.0,9.0,,,,1076.38
,110.0,9122012.0,"Deuta Pública.FFPP RDL 4/2012, Sabadell 565960 FECOEF",,110.0,9.0,,,,4786.98
,110.0,91300.0,Deuta Pública Amortització prèstec,,110.0,9.0,4000000.0,,4000000.0,
,110.0,91302.0,Deuta Pública.La Caixa RDL 5/2009  310.407.117-65,,110.0,9.0,,364551.29,364551.29,364551.29
,110.0,91305.0,Deuta Pública.Caja Madrid RDL 5/2009  11.675.475/58,,110.0,9.0,,461481.5,461481.5,461481.5
,110.0,9131101.0,Deuta Pública.BANESTO,,110.0,9.0,,160605.53,160605.53,160605.53
,110.0,9131102.0,Deuta Pública.SABADELL,,110.0,9.0,,134396.37,134396.37,134396.37
,110.0,9131103.0,Deuta Pública.LA CAIXA,,110.0,9.0,,357436.42,357436.42,357436.42
,110.0,9131104.0,Deuta Pública.BANKINTER,,110.0,9.0,,108876.36,108876.36,108876.36
,110.0,9131105.0,Deuta Pública.BANKIA,,110.0,9.0,,1375973.93,1375973.93,1375973.93
,110.0,9131106.0,Deuta Pública.SANTANDER,,110.0,9.0,,304103.42,304103.42,304103.42
,110.0,9131107.0,Deuta Pública.BANCO POPULAR,,110.0,9.0,,280583.94,280583.94,280583.94
,110.0,9131108.0,Deuta Pública.BBVA,,110.0,9.0,,2286425.26,2286425.26,2286425.26
,110.0,9131109.0,Deuta Pública.CAM,,110.0,9.0,,109063.7,109063.7,109063.69
,110.0,9131110.0,Deuta Pública.SA NOSTRA,,110.0,9.0,,294461.81,294461.81,295091.81
,110.0,9131111.0,Deuta Pública.CAJA MAR,,110.0,9.0,,106257.3,106257.3,106257.3
,110.0,9131112.0,Deuta Pública.SABADELL (2),,110.0,9.0,,175227.73,175227.73,175227.73
,110.0,9131202.0,Deuta Pública.SABADELL,,110.0,9.0,,1665.93,1665.93,1665.93
,110.0,9131203.0,Deuta Pública.LA CAIXA,,110.0,9.0,,17174.07,17174.07,17174.07
,110.0,9131204.0,Deuta Pública.BANKINTER,,110.0,9.0,,14509.3,14509.3,14509.3
,110.0,9131206.0,Deuta Pública.SANTANDER,,110.0,9.0,,69964.19,69964.19,69964.19
,110.0,9131207.0,Deuta Pública.BANCO POPULAR,,110.0,9.0,,11408.11,11408.11,11408.11
,110.0,9131209.0,Deuta Pública.CAM,,110.0,9.0,,14215.01,14215.01,14215.02
,110.0,9131210.0,Deuta Pública.SA NOSTRA,,110.0,9.0,,26218.01,26218.01,25588.01
,110.0,9131211.0,Deuta Pública.CAJA MAR,,110.0,9.0,,16145.75,16145.75,16145.75
,110.0,9131212.0,Deuta Pública.SABADELL (2),,110.0,9.0,,148396.31,148396.31,148396.31
,1350.0,12000.0,Extinció Incendis. Pla territorial Emergències. Sueldos del Grupo A1,,1350.0,1.0,14677.32,,14677.32,14065.77
,1350.0,12003.0,Extinció Incendis. Pla territorial Emergències. Sueldos del Grupo C1,,1350.0,1.0,9884.84,,9884.84,9884.84
,1350.0,12004.0,Extinció Incendis. Pla territorial Emergències. Sueldos del Grupo C2,,1350.0,1.0,310007.46,,310007.46,287984.44
,1350.0,12006.0,Extinció Incendis. Pla territorial Emergències. Trienios,,1350.0,1.0,52181.86,,52181.86,51017.9
,1350.0,12100.0,Extinció Incendis. Pla territorial Emergències. Complemento de destino,,1350.0,1.0,182092.26,,182092.26,170242.27
,1350.0,12101.0,Extinció Incendis. Pla territorial Emergències. Complemento específico,,1350.0,1.0,468945.74,,468945.74,309853.9
,1350.0,12103.0,Extinció Incendis. Pla territorial Emergències. Otros complementos,,1350.0,1.0,26533.92,,26533.92,166320.94
,1350.0,12700.0,Extinció Incendis. Pla territorial Emergències..Contribuciones a planes y fondos de pensiones funcionaris,,1350.0,1.0,,,,24065.28
,1350.0,13002.0,Extinció Incendis. Pla territorial Emergències..Otras remuneraciones,,1350.0,1.0,,115000.0,115000.0,
,1350.0,15001.0,Extinció Incendis. Pla territorial Emergències. Productivitat funcionàris,,1350.0,1.0,117000.0,,117000.0,108866.66
,1350.0,15100.0,Extinció Incendis. Pla territorial Emergències. Gratificacions,,1350.0,1.0,243300.0,,243300.0,320943.71
,1350.0,16000.0,Extinció Incendis. Pla territorial Emergències. Seguridad Social,,1350.0,1.0,442023.49,,442023.49,518180.18
,1350.0,16008.0,Extinció Incendis. Pla territorial Emergències. Asistencia médico-farmacéutica,,1350.0,1.0,6000.0,,6000.0,6221.0
,1350.0,21200.0,Extinció Incendis. Pla territorial Emergències..Repar. Manteniment i conserv. edificis i altres,,1350.0,2.0,,,,3324.1
,1350.0,21300.0,Extinció Incendis. Pla territorial Emergències. Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,1350.0,2.0,50000.0,,50000.0,26117.52
,1350.0,21400.0,Extinció Incendis. Pla territorial Emergències..Reparac. Manten. i Conserv. Mat. Transport,,1350.0,2.0,,,,34860.17
,1350.0,21500.0,Extinció Incendis. Pla territorial Emergències. Repar. Manteniment i conserv. Mobilliari i béns,,1350.0,2.0,10000.0,,10000.0,3557.7
,1350.0,22001.0,"Extinció Incendis. Pla territorial Emergències..Prensa, revistas, libros y otras publicaciones",,1350.0,2.0,,,,39.5
,1350.0,22002.0,"Extinció Incendis. Pla territorial Emergències..Material, informático no inventariable",,1350.0,2.0,,,,358.55
,1350.0,22101.0,Extinció Incendis. Pla territorial Emergències..Agua,,1350.0,2.0,,,,989.0
,1350.0,22102.0,Extinció Incendis. Pla territorial Emergències..Gas,,1350.0,2.0,,,,714.6
,1350.0,22103.0,Extinció Incendis. Pla territorial Emergències..Combustibles y carburantes,,1350.0,2.0,,,,149.46
,1350.0,22104.0,Extinció Incendis. Pla territorial Emergències. Vestuario,,1350.0,2.0,30000.0,,30000.0,25858.36
,1350.0,22106.0,Extinció Incendis. Pla territorial Emergències..Productos farmacéuticos y material sanitario,,1350.0,2.0,,,,79.17
,1350.0,22109.0,Extinció Incendis. Pla territorial Emergències. Material especial,,1350.0,2.0,30000.0,,30000.0,145.0
,1350.0,22110.0,Extinció Incendis. Pla territorial Emergències..Productos de limpieza y aseo,,1350.0,2.0,,,,302.09
,1350.0,22199.0,Extinció Incendis. Pla territorial Emergències..Otros suministros,,1350.0,2.0,,,,9242.48
,1350.0,22300.0,Extinció Incendis. Pla territorial Emergències. Transports,,1350.0,2.0,250000.0,,250000.0,260484.48
,1350.0,22699.0,Extinció Incendis. Pla territorial Emergències..Otros gastos diversos,,1350.0,2.0,,,,11767.34
,1350.0,22700.0,Extinció Incendis. Pla territorial Emergències..Limpieza y Aseo,,1350.0,2.0,40000.0,,40000.0,18643.14
,1350.0,22706.0,Extinció Incendis. Pla territorial Emergències..Estudios y trabajos técnicos,,1350.0,2.0,,,,679.75
,1350.0,22799.0,Extinció Incendis. Pla territorial Emergències. Otros trabajos realizados por otras empresas y profesionales,,1350.0,2.0,30000.0,,30000.0,6109.38
,1350.0,23020.0,Extinció Incendis. Pla territorial Emergències..Dietas. Del personal no directivo,,1350.0,2.0,,,,21726.0
,1350.0,60100.0,"Extinció Incendis. Pla territorial Emergències..Inv. nova infraestruct. i béns, gral. altre",,1350.0,6.0,,,,1406.5
,1350.0,62500.0,Extinció Incendis. Pla territorial Emergències..Inversió nova de mobiliari i béns,,1350.0,6.0,,,,22357.41
,1350.0,62600.0,Extinció Incendis. Pla territorial Emergències..Inversió nova. Informática,,1350.0,6.0,,,,102.8
,1350.0,63200.0,Extinció Incendis. Pla territorial Emergències. Industrials,,1350.0,6.0,50000.0,,50000.0,
,1350.0,63300.0,Extinció Incendis. Pla territorial Emergències..Maquinaria,,1350.0,6.0,,,,11784.8
,1350.0,63400.0,Extinció Incendis. Pla territorial Emergències. Automóvil,,1350.0,6.0,,,,661.97
,1500.0,12000.0,Política territorial i paisatge Sueldos del Grupo A1,,1500.0,1.0,132095.88,,132095.88,116027.64
,1500.0,12001.0,Política territorial i paisatge Sueldos del Grupo A2,,1500.0,1.0,64532.6,,64532.6,63765.71
,1500.0,12003.0,Política territorial i paisatge Sueldos del Grupo C1,,1500.0,1.0,29654.52,,29654.52,28604.81
,1500.0,12004.0,Política territorial i paisatge Sueldos del Grupo C2,,1500.0,1.0,33514.32,-2001.55,31512.77,24975.94
,1500.0,12005.0,Política territorial i paisatge Sueldos del Grupo E,,1500.0,1.0,23035.74,,23035.74,22779.79
,1500.0,12006.0,Política territorial i paisatge Trienios,,1500.0,1.0,42008.53,-239.14,41769.39,38151.59
,1500.0,12100.0,Política territorial i paisatge Complemento de destino,,1500.0,1.0,162195.74,367.8,162563.54,151356.63
,1500.0,12101.0,Política territorial i paisatge Complemento específico,,1500.0,1.0,248468.08,-1218.85,247249.23,230687.7
,1500.0,12103.0,Política territorial i paisatge Otros complementos,,1500.0,1.0,23820.0,-157.15,23662.85,26919.08
,1500.0,12700.0,Política territorial i paisatge.Contribuciones a planes y fondos de pensiones funcionaris,,1500.0,1.0,,,,16166.77
,1500.0,15001.0,Política territorial i paisatge Productivitat funcionàris,,1500.0,1.0,96816.24,-890.59,95925.65,92753.53
,1500.0,15100.0,Política territorial i paisatge.Gratificacions,,1500.0,1.0,,,,1049.5
,1500.0,16000.0,Política territorial i paisatge Seguridad Social,,1500.0,1.0,254130.91,-1338.13,252792.78,267556.45
,1500.0,16008.0,Política territorial i paisatge Asistencia médico-farmacéutica,,1500.0,1.0,2800.0,,2800.0,2209.17
,1500.0,22502.0,Política territorial i paisatge.Tributos de las Entidades Locales,,1500.0,2.0,,,,266.2
,1500.0,22602.0,Política territorial i paisatge Publicidad y propaganda,,1500.0,2.0,3000.0,,3000.0,
,1500.0,22606.0,"Política territorial i paisatge.Reuniones, conferencias y cursos",,1500.0,2.0,,,,460.0
,1500.0,22699.0,Política territorial i paisatge Otros gastos diversos,,1500.0,2.0,9000.0,,9000.0,326.3
,1500.0,22799.0,Política territorial i paisatge Otros trabajos realizados por otras empresas y profesionales,,1500.0,2.0,8900.0,,8900.0,
,1500.0,23000.0,Política territorial i paisatge.Dietas. De los miembros de los órganos de gobierno,,1500.0,2.0,,,,174.66
,1500.0,23020.0,Política territorial i paisatge.Dietas. Del personal no directivo,,1500.0,2.0,,,,151.99
,1500.0,23100.0,Política territorial i paisatge.Locomoción. De los miembros de los órganos de gobierno,,1500.0,2.0,,,,2623.49
,1500.0,23120.0,Política territorial i paisatge.Locomoción. Del personal no directivo,,1500.0,2.0,,,,1289.43
,1500.0,23300.0,Política territorial i paisatge.Altres indemnitzacions per raó de servei,,1500.0,2.0,,,,105.0
,1500.0,61100.0,Política territorial i paisatge Altres inversions,,1500.0,6.0,15000.0,,15000.0,
,1500.0,64000.0,Política territorial i paisatge.Inversiones de caracter inmaterial,,1500.0,6.0,,,,
,1720.0,12000.0,Protecció i millora del Medi ambient Sueldos del Grupo A1,,1720.0,1.0,58709.28,,58709.28,58709.28
,1720.0,12001.0,Protecció i millora del Medi ambient Sueldos del Grupo A2,,1720.0,1.0,12906.52,,12906.52,12906.52
,1720.0,12003.0,Protecció i millora del Medi ambient Sueldos del Grupo C1,,1720.0,1.0,9884.84,,9884.84,5060.71
,1720.0,12004.0,Protecció i millora del Medi ambient Sueldos del Grupo C2,,1720.0,1.0,8378.58,,8378.58,8378.58
,1720.0,12006.0,Protecció i millora del Medi ambient Trienios,,1720.0,1.0,10278.28,,10278.28,9692.44
,1720.0,12100.0,Protecció i millora del Medi ambient Complemento de destino,,1720.0,1.0,50053.5,,50053.5,47708.97
,1720.0,12101.0,Protecció i millora del Medi ambient Complemento específico,,1720.0,1.0,73720.78,,73720.78,70965.67
,1720.0,12103.0,Protecció i millora del Medi ambient Otros complementos,,1720.0,1.0,7580.16,,7580.16,19402.17
,1720.0,12700.0,Protecció i millora del Medi ambient.Contribuciones a planes y fondos de pensiones funcionaris,,1720.0,1.0,,,,5264.28
,1720.0,13000.0,Protecció i millora del Medi ambient Retribucions persona laboral,,1720.0,1.0,20312.22,-4142.42,16169.8,15592.51
,1720.0,13002.0,Protecció i millora del Medi ambient Otras remuneraciones,,1720.0,1.0,21485.18,-4748.52,16736.66,17799.66
,1720.0,13700.0,Protecció i millora del Medi ambient.Contribucions a plans i fons de pensions laborals,,1720.0,1.0,,,,752.04
,1720.0,15001.0,Protecció i millora del Medi ambient Productivitat funcionàris,,1720.0,1.0,42893.4,,42893.4,40017.57
,1720.0,15002.0,Protecció i millora del Medi ambient Productivitat laborals,,1720.0,1.0,7912.2,-1341.67,6570.53,6412.2
,1720.0,16000.0,Protecció i millora del Medi ambient Seguridad Social,,1720.0,1.0,98214.74,-3397.23,94817.51,74827.19
,1720.0,16008.0,Protecció i millora del Medi ambient Asistencia médico-farmacéutica,,1720.0,1.0,1600.0,,1600.0,1176.0
,1720.0,21300.0,Protecció i millora del Medi ambient Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,1720.0,2.0,15000.0,,15000.0,
,1720.0,21400.0,Protecció i millora del Medi ambient.Reparac. Manten. i Conserv. Mat. Transport,,1720.0,2.0,,,,2613.6
,1720.0,22104.0,Protecció i millora del Medi ambient.Vestuario,,1720.0,2.0,,,,714.75
,1720.0,22300.0,Protecció i millora del Medi ambient Transports,,1720.0,2.0,2500.0,,2500.0,
,1720.0,22500.0,Protecció i millora del Medi ambient.Tributos estatales,,1720.0,2.0,,,,923.18
,1720.0,22502.0,Protecció i millora del Medi ambient.Tributos de las Entidades Locales,,1720.0,2.0,,,,255.67
,1720.0,22699.0,Protecció i millora del Medi ambient Otros gastos diversos,,1720.0,2.0,55000.0,-53400.0,1600.0,8781.35
,1720.0,22706.0,Protecció i millora del Medi ambient Estudios y trabajos técnicos,,1720.0,2.0,35000.0,,35000.0,13340.25
,1720.0,22799.0,Protecció i millora del Medi ambient Otros trabajos realizados por otras empresas y profesionales,,1720.0,2.0,125000.0,-15920.0,109080.0,91643.96
,1720.0,23000.0,Protecció i millora del Medi ambient.Dietas. De los miembros de los órganos de gobierno,,1720.0,2.0,,,,398.56
,1720.0,23020.0,Protecció i millora del Medi ambient.Dietas. Del personal no directivo,,1720.0,2.0,,,,484.57
,1720.0,23100.0,Protecció i millora del Medi ambient.Locomoción. De los miembros de los órganos de gobierno,,1720.0,2.0,,,,2509.43
,1720.0,23120.0,Protecció i millora del Medi ambient.Locomoción. Del personal no directivo,,1720.0,2.0,,,,3617.14
,1720.0,23300.0,Protecció i millora del Medi ambient Altres indemnitzacions per raó de servei,,1720.0,2.0,2500.0,,2500.0,255.0
,1720.0,48100.0,Protecció i millora del Medi ambient.Prem. beques i pensions d´estudis i investigació,,1720.0,4.0,,2400.0,2400.0,800.0
,1720.0,48900.0,Protecció i millora del Medi ambient Transferències corrents a fam. i instit. sense fi de lucre,,1720.0,4.0,50000.0,10000.0,60000.0,33061.81
,1720.0,48901.0,Protecció i millora Medi ambient Sub. nom. Mancomunitat Intermunicipal Serv. Ins,,1720.0,4.0,25000.0,,25000.0,25000.0
,1720.0,60000.0,Protecció i millora del Medi ambient.Inversions en terrenys,,1720.0,6.0,,,,1142211.57
,1720.0,61100.0,Protecció i millora del Medi ambient Altres inversions,,1720.0,6.0,1700000.0,62920.0,1762920.0,4065.6
,1720.0,6190704.0,Protecció i millora del Medi ambient.Recuperació ambiental desembocadura riu Sta. Eu. Fons cohesió 2007-2013,,1720.0,6.0,,,,76822.57
,1720.0,6250002.0,Protecció i millora del Medi ambient Fons cohesió 2007-2013 Recuperació ambiental desembocadura des Riu Sta. Eulària.,,1720.0,6.0,716439.62,,716439.62,
,1720.0,64000.0,Protecció i millora del Medi ambient.Inversiones de caracter inmaterial,,1720.0,6.0,,,,
,1720.0,76200.0,Protecció i millora del Medi ambient.Transf.Cap.Ajuntaments,,1720.0,7.0,,120000.0,120000.0,
,1720.0,82010.0,Protecció i millora del Medi ambient.A Comunidades Autónomas,,,,,2200000.0,2200000.0,
,2210.0,83000.0,Prestacions econòmiques a favor del treballadors Prèstecs al personal,,2210.0,8.0,400000.0,,400000.0,248618.03
,2300.0,12000.0,Administració Gral. Serveis Socials Sueldos del Grupo A1,,2300.0,1.0,44031.96,,44031.96,36685.04
,2300.0,12003.0,Administració Gral. Serveis Socials Sueldos del Grupo C1,,2300.0,1.0,19769.68,,19769.68,16920.18
,2300.0,12004.0,Administració Gral. Serveis Socials Sueldos del Grupo C2,,2300.0,1.0,46082.19,,46082.19,35606.98
,2300.0,12005.0,Administració Gral. Serveis Socials Sueldos del Grupo E,,2300.0,1.0,23035.74,,23035.74,21682.84
,2300.0,12006.0,Administració Gral. Serveis Socials Trienios,,2300.0,1.0,15652.9,,15652.9,14620.9
,2300.0,12100.0,Administració Gral. Serveis Socials Complemento de destino,,2300.0,1.0,70303.31,,70303.31,58853.67
,2300.0,12101.0,Administració Gral. Serveis Socials Complemento específico,,2300.0,1.0,97275.78,,97275.78,82775.49
,2300.0,12103.0,Administració Gral. Serveis Socials Otros complementos,,2300.0,1.0,11184.12,,11184.12,19128.13
,2300.0,12700.0,Administració Gral. Serveis Socials.Contribuciones a planes y fondos de pensiones funcionaris,,2300.0,1.0,,,,8406.14
,2300.0,13000.0,Administració Gral. Serveis Socials Retribucions persona laboral,,2300.0,1.0,373039.56,-145311.84,227727.72,228924.79
,2300.0,13001.0,Administració Gral. Serveis Socials.Horas extraordinarias,,2300.0,1.0,,,,419.8
,2300.0,13002.0,Administració Gral. Serveis Socials Otras remuneraciones,,2300.0,1.0,538802.8,-114622.28,424180.52,313847.82
,2300.0,13100.0,Administració Gral. Serveis Socials Retribucions personal laboral temporal,,2300.0,1.0,90854.82,50507.02,141361.84,421458.18
,2300.0,13700.0,Administració Gral. Serveis Socials.Contribucions a plans i fons de pensions laborals,,2300.0,1.0,,23321.6,23321.6,23321.6
,2300.0,15001.0,Administració Gral. Serveis Socials Productivitat funcionàris,,2300.0,1.0,52908.6,,52908.6,45311.05
,2300.0,15002.0,Administració Gral. Serveis Socials Productivitat laborals,,2300.0,1.0,105120.12,,105120.12,63873.82
,2300.0,15003.0,Administració Gral. Serveis Socials Productivitat personal laboral contractat,,2300.0,1.0,9000.0,2382.41,11382.41,41374.22
,2300.0,15100.0,Administració Gral. Serveis Socials.Gratificacions,,2300.0,1.0,,,,1543.61
,2300.0,16000.0,Administració Gral. Serveis Socials Seguridad Social,,2300.0,1.0,462374.0,8006.99,470380.99,355715.72
,2300.0,16008.0,Administració Gral. Serveis Socials Asistencia médico-farmacéutica,,2300.0,1.0,14000.0,,14000.0,4249.5
,2300.0,20200.0,Administració Gral. Serveis Socials Lloguers,,2300.0,2.0,45000.0,-40000.0,5000.0,
,2300.0,20500.0,Administració Gral. Serveis Socials.Arrendaments. Mobiliari i estris,,2300.0,2.0,,,,31.94
,2300.0,21200.0,Administració Gral. Serveis Socials.Repar. Manteniment i conserv. edificis i altres,,2300.0,2.0,,,,2720.17
,2300.0,21300.0,Administració Gral. Serveis Socials.Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,2300.0,2.0,,,,11760.88
,2300.0,21400.0,Administració Gral. Serveis Socials Reparac. Manten. i Conserv. Mat. Transport,,2300.0,2.0,13000.0,,13000.0,4130.53
,2300.0,21500.0,Administració Gral. Serveis Socials.Repar. Manteniment i conserv. Mobilliari i béns,,2300.0,2.0,,,,6733.48
,2300.0,21600.0,Administració Gral. Serveis Socials.Manteniment equisp informàtics,,2300.0,2.0,,,,199.37
,2300.0,22000.0,Administració Gral. Serveis Socials.Ordinario no inventariable,,2300.0,2.0,,,,535.58
,2300.0,22001.0,"Administració Gral. Serveis Socials.Prensa, revistas, libros y otras publicaciones",,2300.0,2.0,,,,1008.22
,2300.0,22002.0,"Administració Gral. Serveis Socials.Material, informático no inventariable",,2300.0,2.0,,,,257.29
,2300.0,22104.0,Administració Gral. Serveis Socials.Vestuario,,2300.0,2.0,,,,5236.55
,2300.0,22105.0,Administració Gral. Serveis Socials.Productos alimenticios,,2300.0,2.0,50000.0,,50000.0,62480.63
,2300.0,22106.0,Administració Gral. Serveis Socials.Productos farmacéuticos y material sanitario,,2300.0,2.0,,,,393.44
,2300.0,22110.0,Administració Gral. Serveis Socials.Productos de limpieza y aseo,,2300.0,2.0,,,,4624.54
,2300.0,22112.0,"Administració Gral. Serveis Socials.Suministros de material electrónico, eléctrico y de telecomunicaciones",,2300.0,2.0,,,,63.15
,2300.0,22199.0,Administració Gral. Serveis Socials Otros suministros,,2300.0,2.0,200000.0,-196771.41,3228.59,228.59
,2300.0,22300.0,Administració Gral. Serveis Socials.Transports,,2300.0,2.0,,,,2517.06
,2300.0,22501.0,Administració Gral. Serveis Socials.Tributos de las Comunidades Autónomas,,2300.0,2.0,,,,10.54
,2300.0,22502.0,Administració Gral. Serveis Socials.Tributos de las Entidades Locales,,2300.0,2.0,,,,10540.11
,2300.0,22601.0,Administració Gral. Serveis Socials.Atenciones protocolarias y representativas,,2300.0,2.0,,,,2304.0
,2300.0,22602.0,Administració Gral. Serveis Socials Publicidad y propaganda,,2300.0,2.0,3000.0,,3000.0,105.15
,2300.0,22604.0,"Administració Gral. Serveis Socials.Jurídicos, contenciosos",,2300.0,2.0,,,,37121.98
,2300.0,22617.0,Administració Gral. Serveis Socials.Gastos de comunidad,,2300.0,2.0,,,,4184.33
,2300.0,22699.0,Administració Gral. Serveis Socials Otros gastos diversos,,2300.0,2.0,445000.0,-423228.59,21771.41,23866.96
,2300.0,22700.0,Administració Gral. Serveis Socials.Limpieza y Aseo,,2300.0,2.0,40000.0,,40000.0,124602.05
,2300.0,22701.0,Administració Gral. Serveis Socials Seguridad,,2300.0,2.0,85000.0,,85000.0,7237.79
,2300.0,22706.0,Administració Gral. Serveis Socials.Estudios y trabajos técnicos,,2300.0,2.0,,,,29017.57
,2300.0,22709.0,Administració Gral. Serveis Socials Treballs Realit.per Altres Empreses,,2300.0,2.0,362900.0,-79000.0,283900.0,
,2300.0,22799.0,Administració Gral. Serveis Socials.Otros trabajos realizados por otras empresas y profesionales,,2300.0,2.0,300000.0,,300000.0,160974.41
,2300.0,23000.0,Administració Gral. Serveis Socials.Dietas. De los miembros de los órganos de gobierno,,2300.0,2.0,,,,25.1
,2300.0,23020.0,Administració Gral. Serveis Socials.Dietas. Del personal no directivo,,2300.0,2.0,,,,214.98
,2300.0,23100.0,Administració Gral. Serveis Socials.Locomoción. De los miembros de los órganos de gobierno,,2300.0,2.0,,,,828.02
,2300.0,23120.0,Administració Gral. Serveis Socials.Locomoción. Del personal no directivo,,2300.0,2.0,,,,1844.47
,2300.0,23300.0,Administració Gral. Serveis Socials.Altres indemnitzacions per raó de servei,,2300.0,2.0,,,,210.0
,2300.0,42000.0,Administració Gral. Serveis Socials.Transferencias a la Administración Gral. del Estado,,2300.0,4.0,,,,
,2300.0,46200.0,Administració Gral. Serveis Socials Transferències corrents a Ajuntaments,,2300.0,4.0,150000.0,308194.94,458194.94,1029320.01
,2300.0,46202.0,Administració Gral. Serveis Socials Transferències Nominativa a Ajuntaments,,2300.0,4.0,42500.0,,42500.0,42500.0
,2300.0,46713.0,Administració Gral. Serveis Socials Consorci Gestió Sociosanitaria. Transf. corrent,,2300.0,4.0,1000000.0,,1000000.0,1000000.0
,2300.0,48100.0,Administració Gral. Serveis Socials.Prem. beques i pensions d´estudis i investigació,,2300.0,4.0,,,,1094.88
,2300.0,48900.0,Administració Gral. Serveis Socials Transferències corrents a fam. i instit. sense fi de lucre,,2300.0,4.0,833000.0,1367718.85,2200718.85,1275126.29
,2300.0,48901.0,Administració Gral. Serveis Socials Subvencions nominatives,,2300.0,4.0,154692.89,,154692.89,202800.0
,2300.0,62203.0,Administració Gral. Serveis Socials Otras construcciones,,2300.0,6.0,14306.84,,14306.84,
,2300.0,62500.0,Administració Gral. Serveis Socials.Inversió nova de mobiliari i béns,,2300.0,6.0,,,,2872.18
