#Ejercicio,Orgánica,Económica,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Modificación de previsiones en aumento,Modificación de previsiones en disminución,Previsiones Definitivas,Derechos reconocidos
2017,,31902,"Taxes agricultura, ramederia i Pesca",5000.0,0.0,0.0,0.0,5000.0,3391.13
2017,,31903,Taxes ordenació turística,1100000.0,0.0,0.0,0.0,1100000.0,982762.46
2017,,31904,Taxes Joventut,100000.0,0.0,0.0,0.0,100000.0,76545.83
2017,,31905,Taxes centre exàmens Conduir,89000.0,0.0,0.0,0.0,89000.0,10990.0
2017,,31907,Taxes Servei d´Extinció d´Incendis,26000.0,0.0,0.0,0.0,26000.0,0.0
2017,,31910,Tasas Ordenacio del Territori,8000.0,0.0,0.0,0.0,8000.0,1834.91
2017,,31911,Tasas espectáculos y actividades recreativas,30000.0,0.0,0.0,0.0,30000.0,14901.75
2017,,31912,Tasas Artesanía,2500.0,0.0,0.0,0.0,2500.0,274.84
2017,,32000,Tasas licencia caza,58000.0,0.0,0.0,0.0,58000.0,3288.07
2017,,32001,Tasas licencia pesca,75000.0,0.0,0.0,0.0,75000.0,25694.78
2017,,32200,Taxes urbanisme i habitabilitat,73000.0,0.0,0.0,0.0,73000.0,16800.59
2017,,32500,Expedicion de Documentos,3000.0,0.0,0.0,0.0,3000.0,495.81
2017,,32501,Tasas Derechos Examen Acceso Admon. Pública.,6000.0,0.0,0.0,0.0,6000.0,8288.93
2017,,33901,Terrenys i/o edificacions Sa Coma,550000.0,0.0,0.0,0.0,550000.0,0.0
2017,,34901,Preus públics diverespai.,25000.0,0.0,0.0,0.0,25000.0,0.0
2017,,34902,Precios Públicos Actividades Culturales,650.0,0.0,0.0,0.0,650.0,0.0
2017,,35100,Convenio UNESPA Bomberos,645144.76,0.0,0.0,0.0,645144.76,0.0
2017,,36000,Ingresos por Ventas,7000.0,0.0,0.0,0.0,7000.0,0.0
2017,,38900,Reintegros de Cerrados,0.0,0.0,0.0,0.0,0.0,28309.49
2017,,39100,Multas por infracciones urbanísticas,6000.0,0.0,0.0,0.0,6000.0,0.0
2017,,3919001,Sanciones transporte,735000.0,0.0,0.0,0.0,735000.0,53515.2
2017,,3919002,Sanciones turismo,180000.0,0.0,0.0,0.0,180000.0,23198.44
2017,,3919003,Sanciones pesca,20000.0,0.0,0.0,0.0,20000.0,7878.5
2017,,3919004,Sanciones caça,3500.0,0.0,0.0,0.0,3500.0,0.0
2017,,3919005,Multas de Carreteras,60000.0,0.0,0.0,0.0,60000.0,0.0
2017,,3919006,Multas de Patrimonio,7000.0,0.0,0.0,0.0,7000.0,0.0
2017,,3919007,Multas de Sanitat Vegetal,6600.0,0.0,0.0,0.0,6600.0,100.0
2017,,3919008,Multas de Sanitat Animal,1000.0,0.0,0.0,0.0,1000.0,50.0
2017,,3919010,Multas de Medi Ambient,1000.0,0.0,0.0,0.0,1000.0,0.0
2017,,3919099,Multas. Otras Multas Diversas,0.0,0.0,0.0,0.0,0.0,5982.01
2017,,39211,Recargo de apremio,14000.0,0.0,0.0,0.0,14000.0,11153.93
2017,,39300,Interessos de demora,9000.0,0.0,0.0,0.0,9000.0,20688.79
2017,,39800,Indemnizaciones de seguros de no vida,1500.0,0.0,0.0,0.0,1500.0,0.0
2017,,39900,Otros ingresos diversos,20000.0,0.0,0.0,0.0,20000.0,4199.89
2017,,39902,Costas procedimiento exptes. ejecutiva,1000.0,0.0,0.0,0.0,1000.0,2003.47
2017,,39904,Imprevistos,100.0,0.0,0.0,0.0,100.0,4169.79
2017,,39905,Costas Judiciales,10000.0,0.0,0.0,0.0,10000.0,20000.0
2017,,39907,Anuncios prensa i boib exptes. contratación,500.0,0.0,0.0,0.0,500.0,774.88
2017,,42010,Fondo Complementario de Financiac,13543390.0,0.0,0.0,0.0,13543390.0,5643080.35
2017,,42190,De otros Organismos Autónomos y Agencias,50000.0,0.0,0.0,0.0,50000.0,0.0
2017,,4230000,De Loterías y Apuestas del Estado. Transferencias,0.0,0.0,0.0,0.0,0.0,17650.75
2017,,4500101,Transferències corrents incondicionades,42860264.0,0.0,0.0,0.0,42860264.0,17850021.15
2017,,4500203,Renda Minima d´Inserció,0.0,0.0,0.0,0.0,0.0,120672.24
2017,,4500204,Pla Prestacions Básiques,1327510.36,0.0,0.0,0.0,1327510.36,0.0
2017,,4500205,Conveni Maltractament Infantil,45000.0,0.0,0.0,0.0,45000.0,45000.0
2017,,4500206,Persones en Situació de Dependència,1585331.48,0.0,0.0,0.0,1585331.48,0.0
2017,,4500207,Conveni atenció persones incapacitades PIATAE,43000.0,0.0,0.0,0.0,43000.0,0.0
2017,,4500208,Menores,0.0,0.0,0.0,0.0,0.0,363.97
2017,,4500210,Conveni Institud Balear de la Dona,328000.0,0.0,0.0,0.0,328000.0,328090.0
2017,,4500211,Conveni places sociosanitàries Cas Serres,340000.0,0.0,0.0,0.0,340000.0,0.0
2017,,4500212,Conveni Drogodependències,127488.0,0.0,0.0,0.0,127488.0,0.0
2017,,4500213,Subv. Laboral Discapacitats SAILPD,0.0,0.0,0.0,0.0,0.0,0.0
2017,,4500215,Familia i Infancia,117175.34,0.0,0.0,0.0,117175.34,0.0
2017,,4500216,Inserció Persones Inmigrants,252286.41,0.0,0.0,0.0,252286.41,0.0
2017,,4503000,Conveni CC.AA. Escola de Turisme,200000.0,0.0,0.0,0.0,200000.0,0.0
2017,,4503001,Conveni CC.AA. Can Nebot,80000.0,0.0,0.0,0.0,80000.0,0.0
2017,,4503002,Xarxa Escoletes Públiques,0.0,0.0,0.0,0.0,0.0,148300.0
2017,,4506001,Diada de les llles Balears,25000.0,0.0,0.0,0.0,25000.0,0.0
2017,,4506004,Conveni CAIB manteniment edificis a Sa Coma,183033.0,0.0,0.0,0.0,183033.0,0.0
2017,,4506009,Conveni en matèria de foment de l´Esport a Eivissa,29500.0,0.0,0.0,0.0,29500.0,0.0
2017,,4506010,Conveni en matèria de Promoció Turística,94067.64,0.0,0.0,0.0,94067.64,0.0
2017,,4508004,Soib Accions Formatives,14400.0,0.0,0.0,0.0,14400.0,0.0
2017,,45100,Transferencias CCAA de Organismos,50500.0,0.0,0.0,0.0,50500.0,0.0
2017,,45300,Conveni Institut Balear de la Natura (IBANAT),60888.38,0.0,0.0,0.0,60888.38,32894.42
2017,,45302,Conveni GEIBSAU cessió edifici 103 de Sa Coma emergències,7602.6,0.0,0.0,0.0,7602.6,0.0
2017,,46204,Ajuntament d´Eivissa,80239.97,0.0,0.0,0.0,80239.97,0.0
2017,,46205,Ajuntament de Santa Eularia,51586.48,0.0,0.0,0.0,51586.48,0.0
2017,,46206,Ajuntament de Sant Josep,36625.85,0.0,0.0,0.0,36625.85,0.0
2017,,46207,Ajuntament de Sant Joan,4727.38,0.0,0.0,0.0,4727.38,4727.38
2017,,46208,Ajuntament de Sant Antoni,36176.57,0.0,0.0,0.0,36176.57,36176.57
2017,,46210,De Ayuntamientos. Subvenciones para gastos no financieros del ejercicio,40000.0,0.0,0.0,0.0,40000.0,0.0
2017,,52000,Interessos bancàris,100000.0,0.0,0.0,0.0,100000.0,10698.13
2017,,55000,Ing. Patrim. Conces. i Aporfitaments Conc. Admves.,185850.0,0.0,0.0,0.0,185850.0,67225.0
2017,,55900,Otras concesiones y aprovechamientos,273350.08,0.0,0.0,0.0,273350.08,58250.0
2017,,72002,Conveni carreteres ministeri de Foment,4516820.0,16654810.0,16654810.0,0.0,21171630.0,0.0
2017,,7505000,Transferencias capital en cumplimiento de convenios suscritos con la Comuniad Autónoma en materia de Empleo y Desarrollo local. Transferencias,0.0,189200.0,189200.0,0.0,189200.0,0.0
2017,,75060,Otras transferencias convenios suscritos con la Comunidad Autónoma,150000.0,0.0,0.0,0.0,150000.0,0.0
2017,,7506002,Conv. projecte Slow Breaks,0.0,0.0,0.0,0.0,0.0,0.0
2017,,7506003,Convenio Infraestructuras,5637258.49,0.0,0.0,0.0,5637258.49,0.0
2017,,7506003,Conveni Infraestructures,0.0,0.0,0.0,0.0,0.0,0.0
2017,,7508000,Otras transferencias de la Administración General de la Comunidad Autónoma. Transferencias,7165133.25,0.0,0.0,0.0,7165133.25,2526462.0
2017,,7508001,Transferencias por Subvención Instalación Puntos de Recarga Energía Eléctrica,0.0,0.0,0.0,0.0,0.0,14000.0
2017,,83040,Reintegros de préstamos de fuera del sector público a corto plazo. Créditos a corto plazo al personal.,250000.0,0.0,0.0,0.0,250000.0,104188.23
2017,,87000,Para gastos generales,0.0,453080.87,453080.87,0.0,453080.87,0.0
2017,,87010,Para gastos con financiación afectada,0.0,3095454.39,3095454.39,0.0,3095454.39,0.0
2017,,94100,Fiances ingressades,300000.0,0.0,0.0,0.0,300000.0,23890.13
